,dataset,model,layer,roi,subject,rsa,cka,pearson_r,pearson_r_nc,explained_variance,ev_nc,enc_rsa,enc_cka
574,NSD,MODEL_A,layer3-5,FFA-1,subj07,0.1044914380095987,0.080400008140547,0.26183217,0.04857143,0.04781482,0.00156556,0.24255646,0.18889814
575,NSD,MODEL_A,layer3-5,FFA-1,subj08,0.0916680908454801,0.0896616934617034,0.23003809,0.04418499,0.02795222,0.00101339,0.20123433,0.17250261
576,NSD,MODEL_A,layer3-5,VWFA-1,subj01,0.1061291457170452,0.0833977345479532,0.30343347,0.05420601,0.07736029,0.00234179,0.30623889,0.21961403
577,NSD,MODEL_A,layer3-5,VWFA-1,subj02,0.1058081949588787,0.115049454854859,0.29142551,0.04846467,0.04861135,0.00130348,0.23645284,0.24074277
578,NSD,MODEL_A,layer3-5,VWFA-1,subj03,0.0826066263145452,0.0544718643859476,0.2192422,0.04191747,0.04963254,0.00169323,0.17431732,0.14167451
579,NSD,MODEL_A,layer3-5,VWFA-1,subj04,0.0839812661948233,0.0413821437572343,0.16031541,0.03197644,0.01599687,0.00060901,0.19069982,0.05947464
580,NSD,MODEL_A,layer3-5,VWFA-1,subj05,0.1451478334673102,0.113679836219511,0.26948145,0.04420174,0.04218283,0.00110563,0.29522796,0.20280164
581,NSD,MODEL_A,layer3-5,VWFA-1,subj06,0.0965238463497626,0.0598757977199841,0.2317518,0.04245655,0.05271631,0.00165151,0.28979732,0.15198951
582,NSD,MODEL_A,layer3-5,VWFA-1,subj07,0.1288505833359783,0.117429664877448,0.29559421,0.05266773,0.05363099,0.00160894,0.32276521,0.28165351
583,NSD,MODEL_A,layer3-5,VWFA-1,subj08,0.0568816706155981,0.0358836334173823,0.17799217,0.03744948,0.03421287,0.00139258,0.16988178,0.07349724
584,NSD,MODEL_A,layer3-5,PPA,subj01,0.182952968080846,0.1446561456473721,0.39805629,0.0708525,0.14314455,0.00428629,0.36601754,0.43414076
585,NSD,MODEL_A,layer3-5,PPA,subj02,0.1874804784532913,0.1752070993206823,0.46547854,0.07627826,0.1923264,0.00484932,0.44362971,0.53122498
586,NSD,MODEL_A,layer3-5,PPA,subj03,0.1570341946965927,0.1397691415340313,0.3728762,0.06603307,0.11893941,0.00348212,0.34304853,0.40403725
587,NSD,MODEL_A,layer3-5,PPA,subj04,0.126710626368256,0.1343231458220641,0.3674393,0.06623375,0.11868671,0.00359877,0.34131385,0.40905546
588,NSD,MODEL_A,layer3-5,PPA,subj05,0.185209803978736,0.1757388823659309,0.46647035,0.07332947,0.17380643,0.00406526,0.3968704,0.50115505
589,NSD,MODEL_A,layer3-5,PPA,subj06,0.1657047710758598,0.1326779906219842,0.33641329,0.05713295,0.09986359,0.00264951,0.3420075,0.35872052
590,NSD,MODEL_A,layer3-5,PPA,subj07,0.1757325832080391,0.1236123314476668,0.37583162,0.07182002,0.1283062,0.00439283,0.36216258,0.35965077
591,NSD,MODEL_A,layer3-5,PPA,subj08,0.1397032081246642,0.1202624169763803,0.33006024,0.06176765,0.10612274,0.00342533,0.31503636,0.31808373
592,NSD,MODEL_A,layer3-5,OPA,subj01,0.1961550192550902,0.1216983043471244,0.32672295,0.05822539,0.08018819,0.00240341,0.30007189,0.23968452
593,NSD,MODEL_A,layer3-5,OPA,subj02,0.1825770902151648,0.1389441019587707,0.37984209,0.06336995,0.10453449,0.00278179,0.33994374,0.30375723
594,NSD,MODEL_A,layer3-5,OPA,subj03,0.1230276319335838,0.0906056219117752,0.30168423,0.0550862,0.07372174,0.00233166,0.25464366,0.22237913
595,NSD,MODEL_A,layer3-5,OPA,subj04,0.1150921084955949,0.0920240390600384,0.29879582,0.05846822,0.07024758,0.00255521,0.25437159,0.23672467
596,NSD,MODEL_A,layer3-5,OPA,subj05,0.1718310525184487,0.1564753185083933,0.42523846,0.06624827,0.13783573,0.00316885,0.35570581,0.39426675
597,NSD,MODEL_A,layer3-5,OPA,subj06,0.1225589219905424,0.0900801208316239,0.27583939,0.05008304,0.06149604,0.00191601,0.22490542,0.17588613
598,NSD,MODEL_A,layer3-5,OPA,subj07,0.1644193073097262,0.1174355627306998,0.33983058,0.06385804,0.08690307,0.00292961,0.30100095,0.24438475
599,NSD,MODEL_A,layer3-5,OPA,subj08,0.1073231807287696,0.0697855121488112,0.25194287,0.0491605,0.05890467,0.00209421,0.2056018,0.14841398
600,NSD,MODEL_A,layer3-5,EBA,subj01,0.1237482030457288,0.1115385041931404,0.32704272,0.05108829,0.06736581,0.00155295,0.27733776,0.32527317
601,NSD,MODEL_A,layer3-5,EBA,subj02,0.1277095153384889,0.1353547091785805,0.34768634,0.05447607,0.07773715,0.00181707,0.29767105,0.34305988
602,NSD,MODEL_A,layer3-5,EBA,subj03,0.1306993317751238,0.1126938619393949,0.28875366,0.04784093,0.04987781,0.00130915,0.29262325,0.25673039
603,NSD,MODEL_A,layer3-5,EBA,subj04,0.0958169383529185,0.0912868449001361,0.27721298,0.04722403,0.04182764,0.00115172,0.25960256,0.26439293
604,NSD,MODEL_A,layer3-5,EBA,subj05,0.133996934199353,0.1342381978502049,0.33221774,0.04990311,0.0629387,0.00137132,0.31396453,0.32403128
605,NSD,MODEL_A,layer3-5,EBA,subj06,0.102481432507526,0.0794215372497626,0.24698226,0.04060885,0.03195623,0.00082805,0.21329791,0.22388637
606,NSD,MODEL_A,layer3-5,EBA,subj07,0.1145740381840857,0.1029108291932052,0.30308277,0.05340294,0.06169099,0.00179708,0.31234413,0.29658052
607,NSD,MODEL_A,layer3-5,EBA,subj08,0.0885630542564891,0.073562457820256,0.22643413,0.04396199,0.03683577,0.00130187,0.19252057,0.16445969
608,NSD,MODEL_A,layer3-10,V1v,subj01,0.2012867800671199,0.251955837186413,0.48857878,0.07165402,0.21532513,0.0043148,0.41463485,0.53656977
609,NSD,MODEL_A,layer3-10,V1v,subj02,0.1807674587730329,0.2494388776299774,0.50018581,0.07281395,0.23703015,0.00465663,0.47675072,0.58583718
610,NSD,MODEL_A,layer3-10,V1v,subj03,0.1450912107689354,0.1823186995885185,0.46275136,0.07233663,0.19030735,0.0043607,0.33754857,0.44315061
611,NSD,MODEL_A,layer3-10,V1v,subj04,0.1961904034548,0.2234820729165398,0.39257228,0.06118473,0.08138559,0.00182697,0.24059911,0.4233557
612,NSD,MODEL_A,layer3-10,V1v,subj05,0.1468943364363215,0.2331576704486431,0.51725091,0.07785823,0.26246883,0.00565431,0.37363345,0.5772994
613,NSD,MODEL_A,layer3-10,V1v,subj06,0.1651242193548347,0.2089351541431758,0.37636676,0.05731799,0.07572597,0.00160959,0.23411411,0.39752646
614,NSD,MODEL_A,layer3-10,V1v,subj07,0.1642695719276454,0.1889470086595113,0.42709621,0.07504602,0.18312933,0.00517612,0.40739499,0.42520359
615,NSD,MODEL_A,layer3-10,V1v,subj08,0.148456927011878,0.1949390403722744,0.32776806,0.05782356,0.05959899,0.00168182,0.21868504,0.3886625
616,NSD,MODEL_A,layer3-10,V2v,subj01,0.1868630051877574,0.2457817343526354,0.45017169,0.06895081,0.17180116,0.00374283,0.42418871,0.49771912
617,NSD,MODEL_A,layer3-10,V2v,subj02,0.1853683891740182,0.263036518196884,0.45904101,0.07073349,0.20607604,0.00442544,0.4780698,0.54702111
618,NSD,MODEL_A,layer3-10,V2v,subj03,0.1529577541325594,0.1994196352529396,0.41934231,0.06905803,0.16795692,0.0041371,0.34834988,0.43314232
619,NSD,MODEL_A,layer3-10,V2v,subj04,0.1824277925615345,0.2324420466300413,0.37773791,0.05832193,0.07430882,0.00160621,0.23982632,0.42367388
620,NSD,MODEL_A,layer3-10,V2v,subj05,0.1540675356043164,0.2566309272486292,0.48896593,0.07433702,0.23036086,0.00496874,0.39075243,0.57659426
621,NSD,MODEL_A,layer3-10,V2v,subj06,0.1480175081538849,0.2154317411360471,0.41849849,0.06678753,0.16245793,0.00383789,0.33571376,0.43191759
622,NSD,MODEL_A,layer3-10,V2v,subj07,0.1616038904468469,0.1973651197558538,0.44565521,0.07608284,0.19283047,0.00523058,0.38506345,0.41708019
623,NSD,MODEL_A,layer3-10,V2v,subj08,0.1489673730504477,0.1992502005750611,0.34468946,0.05850729,0.06025632,0.00157762,0.19891217,0.36405272
624,NSD,MODEL_A,layer3-10,V3v,subj01,0.196387151838152,0.2236143458782684,0.4485129,0.07199539,0.17761962,0.00429232,0.42387326,0.43516074
625,NSD,MODEL_A,layer3-10,V3v,subj02,0.1563898483581149,0.2384414912275765,0.47036852,0.07287018,0.21105806,0.00465215,0.43992533,0.5184599
626,NSD,MODEL_A,layer3-10,V3v,subj03,0.1150251669229861,0.124938468900151,0.30143979,0.05196419,0.04622338,0.00129259,0.15508308,0.22009002
627,NSD,MODEL_A,layer3-10,V3v,subj04,0.1354491991510304,0.1521018675016393,0.30648324,0.05314161,0.0455211,0.00128883,0.1728409,0.24049201
628,NSD,MODEL_A,layer3-10,V3v,subj05,0.13369048797252,0.2042275388446397,0.40759951,0.06845914,0.16900309,0.00442563,0.33134911,0.44800031
629,NSD,MODEL_A,layer3-10,V3v,subj06,0.1451092416765293,0.1862438575419025,0.31221071,0.05144698,0.04418285,0.00112282,0.18619838,0.28498218
630,NSD,MODEL_A,layer3-10,V3v,subj07,0.1372819548073914,0.1473753470935288,0.34856698,0.05932516,0.07002897,0.00191909,0.19519247,0.28630439
631,NSD,MODEL_A,layer3-10,V3v,subj08,0.1053163001177463,0.1398386226198545,0.29805934,0.05490534,0.04869559,0.0015668,0.15582926,0.27384179
632,NSD,MODEL_A,layer3-10,hV4,subj01,0.1874021872341728,0.1947195387882107,0.40264061,0.06988778,0.14026799,0.00394315,0.36548906,0.3585348
633,NSD,MODEL_A,layer3-10,hV4,subj02,0.1536718054722874,0.2087750816042752,0.49155842,0.07383132,0.22315904,0.0047412,0.41300561,0.48250024
634,NSD,MODEL_A,layer3-10,hV4,subj03,0.1130852667983742,0.1171275191255368,0.29736286,0.05314798,0.05050516,0.00154219,0.20483742,0.20814972
635,NSD,MODEL_A,layer3-10,hV4,subj04,0.1186832867931127,0.1072495301027126,0.24588044,0.04729994,0.03040698,0.00108297,0.17321593,0.14759949
636,NSD,MODEL_A,layer3-10,hV4,subj05,0.1455989440463599,0.1697093856709276,0.37719165,0.06428952,0.1367807,0.00375351,0.3264563,0.33437225
637,NSD,MODEL_A,layer3-10,hV4,subj06,0.1134560106556713,0.0911677268074422,0.22349229,0.0419194,0.0265042,0.00089162,0.15528505,0.12660455
638,NSD,MODEL_A,layer3-10,hV4,subj07,0.1261292377888613,0.1262858542668567,0.30081303,0.05534382,0.05595555,0.00181423,0.16390403,0.21305517
639,NSD,MODEL_A,layer3-10,hV4,subj08,0.1321529474745538,0.1534310674227016,0.30649471,0.05646313,0.05393748,0.00169924,0.16925952,0.29866402
640,NSD,MODEL_A,layer3-10,FFA-1,subj01,0.1329126815842464,0.137208163914927,0.3653368,0.06668043,0.13123619,0.00405091,0.40731546,0.44883946
641,NSD,MODEL_A,layer3-10,FFA-1,subj02,0.139521626820764,0.1452814325286426,0.33701627,0.05453766,0.06648399,0.00167481,0.27751559,0.31020866
642,NSD,MODEL_A,layer3-10,FFA-1,subj03,0.1203424604356858,0.1245448306786415,0.28655434,0.04954563,0.03814487,0.00110519,0.26250498,0.29244659
643,NSD,MODEL_A,layer3-10,FFA-1,subj04,0.119616864604232,0.118026519383566,0.27805537,0.0487996,0.03629873,0.00107716,0.22531064,0.25438283
644,NSD,MODEL_A,layer3-10,FFA-1,subj05,0.1564931740337641,0.1536921373562619,0.3742897,0.06384917,0.14199867,0.00382445,0.39402174,0.43044108
645,NSD,MODEL_A,layer3-10,FFA-1,subj06,0.0954191481913767,0.0979352768141919,0.30012918,0.04903118,0.04976782,0.00125126,0.21823505,0.3466382
646,NSD,MODEL_A,layer3-10,FFA-1,subj07,0.1297229186960282,0.1070572978873719,0.30815001,0.05727238,0.06495311,0.00211873,0.31495212,0.26430706
647,NSD,MODEL_A,layer3-10,FFA-1,subj08,0.1071905413030413,0.1048959292066425,0.25217971,0.04848464,0.03643383,0.00130349,0.23075632,0.2044687
648,NSD,MODEL_A,layer3-10,VWFA-1,subj01,0.1233795066885766,0.1040750027691174,0.3157755,0.05640915,0.09083928,0.002732,0.31173822,0.2350109
649,NSD,MODEL_A,layer3-10,VWFA-1,subj02,0.1304927038988815,0.1523907234764479,0.32611494,0.05413131,0.06205536,0.00164149,0.29025362,0.30124519
650,NSD,MODEL_A,layer3-10,VWFA-1,subj03,0.0930942552892637,0.0617232999966285,0.23394011,0.04484859,0.05496851,0.00188879,0.20578352,0.15889494
651,NSD,MODEL_A,layer3-10,VWFA-1,subj04,0.1036836438922306,0.0523400497538408,0.19942228,0.03993206,0.02141075,0.00082454,0.22053874,0.0965527
652,NSD,MODEL_A,layer3-10,VWFA-1,subj05,0.1766600318342446,0.1387018714961829,0.28518727,0.04715931,0.05193462,0.00137056,0.31503034,0.21559568
653,NSD,MODEL_A,layer3-10,VWFA-1,subj06,0.117258869301208,0.076893508241679,0.24577868,0.04506267,0.06149128,0.00191718,0.32549662,0.17548458
654,NSD,MODEL_A,layer3-10,VWFA-1,subj07,0.1545850810500745,0.1411114905509092,0.32097405,0.05732875,0.06044118,0.00183689,0.33732006,0.31703575
655,NSD,MODEL_A,layer3-10,VWFA-1,subj08,0.0646079720151524,0.0448584817571201,0.19010495,0.04009822,0.03939158,0.00160933,0.18611985,0.08753717
656,NSD,MODEL_A,layer3-10,PPA,subj01,0.2237660244391497,0.1987931914736743,0.41369668,0.07362575,0.16789754,0.00500458,0.39960104,0.46797969
657,NSD,MODEL_A,layer3-10,PPA,subj02,0.237119766762689,0.2374052837773764,0.48436879,0.07950728,0.21755223,0.00548077,0.48036747,0.56772515
658,NSD,MODEL_A,layer3-10,PPA,subj03,0.2029746300111606,0.1916152368579458,0.39449114,0.06990555,0.14309798,0.00417672,0.38484383,0.44856215
659,NSD,MODEL_A,layer3-10,PPA,subj04,0.1672921776738091,0.1828964929295328,0.38632083,0.06969149,0.13815829,0.00417675,0.37401226,0.44314995
660,NSD,MODEL_A,layer3-10,PPA,subj05,0.2372101587387729,0.2354060237448922,0.49116003,0.07726703,0.2085013,0.00486896,0.43890676,0.5493619
661,NSD,MODEL_A,layer3-10,PPA,subj06,0.2046314537055156,0.1761075343976352,0.35351771,0.06011973,0.11805335,0.00313188,0.37705292,0.38964282
662,NSD,MODEL_A,layer3-10,PPA,subj07,0.2176830541346453,0.1745403085154528,0.40192619,0.07699033,0.15264691,0.00526209,0.39384392,0.41108024
663,NSD,MODEL_A,layer3-10,PPA,subj08,0.1729392105731017,0.1511344633905414,0.34332809,0.06434237,0.11978623,0.00386002,0.33795461,0.34391051
664,NSD,MODEL_A,layer3-10,OPA,subj01,0.2292136523893579,0.1522815177965269,0.34311176,0.06131768,0.09841503,0.00295372,0.34848364,0.27183913
665,NSD,MODEL_A,layer3-10,OPA,subj02,0.2183736519956856,0.1762951006519927,0.40266822,0.06727181,0.12842028,0.00341527,0.36606322,0.34664231
666,NSD,MODEL_A,layer3-10,OPA,subj03,0.154460968204031,0.1213236712634732,0.32108584,0.05852344,0.08815573,0.00276564,0.28175722,0.25830737
667,NSD,MODEL_A,layer3-10,OPA,subj04,0.1459696660645863,0.122924041359812,0.3203924,0.06276483,0.0836121,0.0030461,0.28425363,0.26245656
668,NSD,MODEL_A,layer3-10,OPA,subj05,0.21655232720683,0.2054476123567648,0.45668513,0.07127256,0.16102862,0.00370588,0.42211621,0.45194976
669,NSD,MODEL_A,layer3-10,OPA,subj06,0.146668222965109,0.1128700768550739,0.29305032,0.05317518,0.07091501,0.00218834,0.25859935,0.19878425
670,NSD,MODEL_A,layer3-10,OPA,subj07,0.2001990158630024,0.151585028940654,0.35838798,0.06738011,0.10500957,0.00352765,0.33540622,0.27476304
671,NSD,MODEL_A,layer3-10,OPA,subj08,0.127031595535454,0.0839285956949237,0.26766676,0.05234715,0.06568779,0.00233919,0.22449227,0.16714656
672,NSD,MODEL_A,layer3-10,EBA,subj01,0.1524751411882736,0.1448154411711548,0.35957215,0.0560006,0.08368524,0.00192001,0.36339347,0.39456754
673,NSD,MODEL_A,layer3-10,EBA,subj02,0.1593398378081623,0.176993428427382,0.37346783,0.05871797,0.09304274,0.00216244,0.34027662,0.37159739
674,NSD,MODEL_A,layer3-10,EBA,subj03,0.1604167347097196,0.1438549372655274,0.31618288,0.05249312,0.06653396,0.00173605,0.34277369,0.30321232
675,NSD,MODEL_A,layer3-10,EBA,subj04,0.121318076114163,0.1176941511601089,0.30172014,0.05166232,0.05656348,0.00155183,0.31564504,0.28891351
676,NSD,MODEL_A,layer3-10,EBA,subj05,0.1684485493042016,0.1733081297926721,0.36100421,0.05434865,0.08392543,0.00181119,0.36847287,0.38460472
677,NSD,MODEL_A,layer3-10,EBA,subj06,0.1275737719869723,0.1019681999734234,0.27067587,0.04460462,0.04186367,0.00107478,0.26281145,0.26230833
678,NSD,MODEL_A,layer3-10,EBA,subj07,0.139855544913738,0.1319249954080564,0.32139276,0.0565357,0.07143795,0.00207702,0.34693909,0.33755775
679,NSD,MODEL_A,layer3-10,EBA,subj08,0.1087511294819808,0.0927698802247959,0.24519627,0.04780991,0.04628342,0.00163446,0.22638579,0.19696092
680,NSD,MODEL_A,layer3-15,V1v,subj01,0.1728206775394223,0.2192799741626897,0.47918829,0.07010192,0.21147245,0.00422384,0.46833436,0.53074222
681,NSD,MODEL_A,layer3-15,V1v,subj02,0.1547248601275415,0.2234773047577853,0.49089792,0.0712059,0.23665859,0.00462276,0.46218756,0.58572127
682,NSD,MODEL_A,layer3-15,V1v,subj03,0.1257309831290624,0.1584562600106282,0.45913672,0.07166056,0.19141728,0.00435954,0.32521751,0.44270511
683,NSD,MODEL_A,layer3-15,V1v,subj04,0.180738923144752,0.20222741787311,0.3990396,0.06212841,0.08159631,0.00180975,0.24383955,0.42684119
684,NSD,MODEL_A,layer3-15,V1v,subj05,0.1353545097407655,0.2056001447743585,0.46242895,0.06916975,0.12138367,0.00259936,0.23524238,0.51354513
685,NSD,MODEL_A,layer3-15,V1v,subj06,0.1435442522274888,0.1822913144531888,0.37300587,0.05695854,0.08124721,0.00174589,0.25004395,0.39233318
686,NSD,MODEL_A,layer3-15,V1v,subj07,0.1502631721922079,0.1735776444996208,0.35530977,0.06179778,0.07213382,0.00203554,0.23043406,0.34407742
687,NSD,MODEL_A,layer3-15,V1v,subj08,0.1269407069674146,0.1690552703620747,0.32010257,0.05658672,0.06166435,0.00173443,0.20247992,0.35903487
688,NSD,MODEL_A,layer3-15,V2v,subj01,0.1633772131544127,0.2234107251683626,0.44409015,0.06804847,0.17795587,0.00386717,0.44637441,0.48701875
689,NSD,MODEL_A,layer3-15,V2v,subj02,0.1698795236417395,0.2550966416388457,0.36423804,0.0550954,0.06993843,0.00149314,0.27308895,0.44501845
690,NSD,MODEL_A,layer3-15,V2v,subj03,0.1434200209317483,0.1837125025345951,0.4194603,0.06893697,0.17367187,0.00426209,0.36053876,0.43837269
691,NSD,MODEL_A,layer3-15,V2v,subj04,0.1765371811739572,0.2211779151791131,0.377868,0.05873996,0.08371861,0.0018208,0.24333519,0.39851197
692,NSD,MODEL_A,layer3-15,V2v,subj05,0.1424830921565017,0.2405539157063553,0.49120878,0.07453473,0.24160888,0.00518174,0.40256937,0.59135898
693,NSD,MODEL_A,layer3-15,V2v,subj06,0.1326894681248958,0.1950959150848466,0.34559897,0.05460574,0.05551849,0.00130175,0.19224614,0.34364998
694,NSD,MODEL_A,layer3-15,V2v,subj07,0.1503049419721802,0.1892836816688776,0.36295327,0.06066562,0.06261047,0.00165841,0.21231878,0.35490079
695,NSD,MODEL_A,layer3-15,V2v,subj08,0.1347008168812423,0.1833138880456089,0.34756255,0.05868956,0.06191447,0.00161515,0.22896926,0.38310853
696,NSD,MODEL_A,layer3-15,V3v,subj01,0.1838010210805019,0.2157948345378586,0.44478142,0.07122772,0.18308212,0.00440616,0.41150358,0.44653317
697,NSD,MODEL_A,layer3-15,V3v,subj02,0.1435043230342535,0.2370963067318544,0.38335454,0.05834623,0.0717439,0.00156621,0.24925606,0.40488057
698,NSD,MODEL_A,layer3-15,V3v,subj03,0.1145389231427422,0.1231764987225301,0.31138602,0.05359541,0.05364021,0.00151281,0.18783812,0.23058923
699,NSD,MODEL_A,layer3-15,V3v,subj04,0.1360868564043734,0.1552104279555076,0.31112248,0.05402564,0.0531978,0.00151164,0.19522999,0.24880205
700,NSD,MODEL_A,layer3-15,V3v,subj05,0.1332517133492931,0.2085572583448015,0.35759086,0.05935085,0.07363453,0.00191372,0.23136046,0.38505629
701,NSD,MODEL_A,layer3-15,V3v,subj06,0.1422266883863275,0.1829701302252062,0.32167304,0.05309091,0.05140274,0.00132268,0.20959943,0.29142039
702,NSD,MODEL_A,layer3-15,V3v,subj07,0.1372437315457947,0.1546668889466263,0.35815329,0.06106975,0.07937204,0.00214962,0.18560933,0.27679201
703,NSD,MODEL_A,layer3-15,V3v,subj08,0.1010660956635402,0.1362316758771367,0.30804238,0.05669796,0.05701469,0.00180863,0.17549298,0.29056739
704,NSD,MODEL_A,layer3-15,hV4,subj01,0.18740815681178,0.2007215148685537,0.40390111,0.07008743,0.15124569,0.0042541,0.36349269,0.36708256
705,NSD,MODEL_A,layer3-15,hV4,subj02,0.149330143677654,0.2175899598296365,0.40341831,0.0600505,0.08509865,0.00180117,0.24271118,0.36132182
706,NSD,MODEL_A,layer3-15,hV4,subj03,0.1232096055267195,0.1229335758182965,0.30880558,0.0553638,0.05468332,0.0016782,0.22962794,0.20359364
707,NSD,MODEL_A,layer3-15,hV4,subj04,0.1286661702720446,0.1170863582777105,0.26374441,0.05121015,0.03779044,0.00136947,0.20048778,0.16986158
708,NSD,MODEL_A,layer3-15,hV4,subj05,0.162646833661614,0.1913665724029255,0.32875506,0.05526758,0.05768017,0.00156773,0.27020098,0.30654826
709,NSD,MODEL_A,layer3-15,hV4,subj06,0.116447049754298,0.094768989314634,0.24180256,0.04554403,0.03593581,0.00120056,0.16836384,0.13986855
710,NSD,MODEL_A,layer3-15,hV4,subj07,0.1314808068347753,0.1375171184704411,0.3239139,0.06004439,0.06749397,0.00218407,0.20652244,0.23343337
711,NSD,MODEL_A,layer3-15,hV4,subj08,0.1320389347551054,0.1581368411573519,0.31364313,0.057926,0.06343807,0.00200331,0.18222122,0.3108812
712,NSD,MODEL_A,layer3-15,FFA-1,subj01,0.1755398310093444,0.1861229678904274,0.34078858,0.06149278,0.06757485,0.0020785,0.38683704,0.44145402
713,NSD,MODEL_A,layer3-15,FFA-1,subj02,0.1731851819865271,0.1765814982631771,0.37558089,0.06089269,0.0964457,0.00237006,0.40472498,0.39644884
714,NSD,MODEL_A,layer3-15,FFA-1,subj03,0.1638971300412764,0.1755391922742057,0.33375326,0.05740315,0.06550092,0.00181748,0.3883807,0.42022659
715,NSD,MODEL_A,layer3-15,FFA-1,subj04,0.1556618566242488,0.1557610177672617,0.32050785,0.05634965,0.05756092,0.0016479,0.32713501,0.34712693
716,NSD,MODEL_A,layer3-15,FFA-1,subj05,0.200254872979863,0.2074343092827297,0.36440752,0.06144955,0.08053289,0.00214233,0.37218592,0.4480803
717,NSD,MODEL_A,layer3-15,FFA-1,subj06,0.1302419929220886,0.144261593874328,0.35162616,0.05783061,0.082733,0.00204529,0.28882276,0.46264663
718,NSD,MODEL_A,layer3-15,FFA-1,subj07,0.1667188221328958,0.1453354026446509,0.34852329,0.06447758,0.08596573,0.00272939,0.3991037,0.35572985
719,NSD,MODEL_A,layer3-15,FFA-1,subj08,0.1332881665647839,0.1273227819497804,0.27176851,0.05160663,0.04548862,0.00154214,0.3219065,0.26390333
720,NSD,MODEL_A,layer3-15,VWFA-1,subj01,0.1582427372876167,0.1463261212678643,0.34654132,0.0619102,0.11836533,0.00353903,0.41882307,0.29349677
721,NSD,MODEL_A,layer3-15,VWFA-1,subj02,0.1739920964211023,0.2100438018795141,0.36498115,0.06100601,0.09399489,0.00249813,0.35452298,0.33786671
722,NSD,MODEL_A,layer3-15,VWFA-1,subj03,0.1143993062925124,0.0839826978292605,0.21102759,0.04036247,0.02534106,0.00089218,0.19221406,0.14553389
723,NSD,MODEL_A,layer3-15,VWFA-1,subj04,0.1382381101054002,0.0874669881783147,0.27104825,0.05458337,0.0424494,0.00161899,0.27331649,0.1805257
724,NSD,MODEL_A,layer3-15,VWFA-1,subj05,0.2194700127820363,0.1897594349752145,0.34431293,0.05728013,0.07828405,0.00204965,0.40807863,0.29436978
