model,layer,dataset,subject,roi,pearson_r,pearson_r_nc,explained_variance,ev_nc,enc_rsa,enc_cka
MODEL_A,layer2-0,NSD,subj01,FFA-1,0.16533911,0.03001429,0.02246484,0.0007144,0.0865288,0.1067337
MODEL_A,layer2-0,NSD,subj01,VWFA-1,0.2145579,0.0380733,0.04716654,0.00140435,0.1613693,0.12170554
MODEL_A,layer2-0,NSD,subj01,PPA,0.30904022,0.05472121,0.09217822,0.00272306,0.24678632,0.28066443
MODEL_A,layer2-0,NSD,subj01,OPA,0.24443313,0.04330734,0.05513728,0.00162719,0.18782263,0.12862049
MODEL_A,layer2-0,NSD,subj01,EBA,0.22532199,0.03511519,0.04149164,0.00096496,0.12854598,0.14696044
MODEL_A,layer2-0,NSD,subj02,V1v,0.49062878,0.07101788,0.24834968,0.00477956,0.47245649,0.56043937
MODEL_A,layer2-0,NSD,subj02,V2v,0.28485415,0.04302376,0.07226814,0.00150551,0.17677601,0.3135936
MODEL_A,layer2-0,NSD,subj02,V3v,0.30078005,0.04498492,0.05905496,0.00124906,0.17504529,0.29877225
MODEL_A,layer2-0,NSD,subj02,hV4,0.30810804,0.04567038,0.07250505,0.00152167,0.14817424,0.25178971
MODEL_A,layer2-0,NSD,subj02,FFA-1,0.22006237,0.03590523,0.0427341,0.00107445,0.0921545,0.1201694
MODEL_A,layer2-0,NSD,subj02,VWFA-1,0.17558854,0.02937322,0.03002458,0.0008,0.09289001,0.08717683
MODEL_A,layer2-0,NSD,subj02,PPA,0.36983344,0.06012668,0.12531632,0.00310724,0.28827004,0.36038881
MODEL_A,layer2-0,NSD,subj02,OPA,0.2851175,0.04723361,0.06915024,0.00181209,0.18962908,0.16396618
MODEL_A,layer2-0,NSD,subj02,EBA,0.24232114,0.03812926,0.05009817,0.00118366,0.13637775,0.14363002
MODEL_A,layer2-0,NSD,subj03,V1v,0.45273677,0.07080821,0.21098426,0.00481313,0.32786562,0.42711215
MODEL_A,layer2-0,NSD,subj03,V2v,0.38918513,0.06415778,0.15926905,0.00393861,0.28815068,0.39365067
MODEL_A,layer2-0,NSD,subj03,V3v,0.26034299,0.04521998,0.05775997,0.0016493,0.11322922,0.18089598
MODEL_A,layer2-0,NSD,subj03,hV4,0.25226802,0.04511612,0.05202662,0.00159581,0.11194137,0.17075288
MODEL_A,layer2-0,NSD,subj03,FFA-1,0.18439367,0.03230156,0.02465077,0.00075717,0.07731838,0.10637162
MODEL_A,layer2-0,NSD,subj03,VWFA-1,0.11111363,0.02131779,0.01354573,0.00047363,0.06228795,0.05437652
MODEL_A,layer2-0,NSD,subj03,PPA,0.28777176,0.05074053,0.07676931,0.00223662,0.19820524,0.25305747
MODEL_A,layer2-0,NSD,subj03,OPA,0.22679426,0.04131674,0.04736283,0.00149083,0.14054953,0.11854061
MODEL_A,layer2-0,NSD,subj03,EBA,0.1978523,0.03278713,0.03389196,0.00088763,0.12638823,0.113371
MODEL_A,layer2-0,NSD,subj04,V1v,0.37513721,0.0588346,0.11250119,0.00253818,0.26127568,0.39809061
MODEL_A,layer2-0,NSD,subj04,V2v,0.33833021,0.05231209,0.08857095,0.00193473,0.22305733,0.3516075
MODEL_A,layer2-0,NSD,subj04,V3v,0.25015575,0.04323865,0.04662003,0.00131324,0.13762053,0.16813369
MODEL_A,layer2-0,NSD,subj04,hV4,0.18642728,0.03613421,0.02998284,0.00108109,0.0943515,0.09925968
MODEL_A,layer2-0,NSD,subj04,FFA-1,0.1727761,0.03076401,0.02059237,0.00065279,0.0810852,0.09289626
MODEL_A,layer2-0,NSD,subj04,VWFA-1,0.12692009,0.02557083,0.0137005,0.00053276,0.07889924,0.04348432
MODEL_A,layer2-0,NSD,subj04,PPA,0.21588981,0.0382168,0.02311267,0.00070881,0.09739115,0.163108
MODEL_A,layer2-0,NSD,subj04,OPA,0.22541077,0.04400952,0.04671368,0.00169023,0.1413284,0.14187031
MODEL_A,layer2-0,NSD,subj04,EBA,0.19022153,0.03257316,0.02923091,0.00081004,0.1125337,0.11616301
MODEL_A,layer2-0,NSD,subj05,V1v,0.4583924,0.06875275,0.16329156,0.00351023,0.19288343,0.53965709
MODEL_A,layer2-0,NSD,subj05,V2v,0.43989003,0.06676785,0.20705471,0.00443727,0.31844599,0.50698872
MODEL_A,layer2-0,NSD,subj05,V3v,0.28477888,0.04739681,0.07290874,0.00189602,0.13316082,0.28538503
MODEL_A,layer2-0,NSD,subj05,hV4,0.22181576,0.03777077,0.04437229,0.00124607,0.10611719,0.20987016
MODEL_A,layer2-0,NSD,subj05,FFA-1,0.17183942,0.02903047,0.02839235,0.00075647,0.08254706,0.083426
MODEL_A,layer2-0,NSD,subj05,VWFA-1,0.18485755,0.0302232,0.02961852,0.00073893,0.14319206,0.09738575
MODEL_A,layer2-0,NSD,subj05,PPA,0.35142774,0.05506898,0.11023995,0.00256069,0.23780267,0.28449896
MODEL_A,layer2-0,NSD,subj05,OPA,0.32071019,0.04966988,0.09123456,0.00207565,0.20704708,0.22082144
MODEL_A,layer2-0,NSD,subj05,EBA,0.22153755,0.03346636,0.04278489,0.00092051,0.13860952,0.13177249
MODEL_A,layer2-0,NSD,subj06,V1v,0.3699072,0.05666428,0.12126511,0.00263719,0.28255093,0.41642018
MODEL_A,layer2-0,NSD,subj06,V2v,0.31682152,0.05033875,0.07555466,0.0018052,0.18086402,0.32717853
MODEL_A,layer2-0,NSD,subj06,V3v,0.25521263,0.0425428,0.04941975,0.00130208,0.12242512,0.19126409
MODEL_A,layer2-0,NSD,subj06,hV4,0.19195659,0.03610542,0.03227377,0.00108972,0.09474394,0.11299677
MODEL_A,layer2-0,NSD,subj06,FFA-1,0.16547242,0.02702934,0.02187147,0.00055057,0.06887618,0.0956084
MODEL_A,layer2-0,NSD,subj06,VWFA-1,0.09591803,0.01757259,0.00891356,0.00029421,0.07984378,0.02993172
MODEL_A,layer2-0,NSD,subj06,PPA,0.2594777,0.04363583,0.06476195,0.00168274,0.21054475,0.22472279
MODEL_A,layer2-0,NSD,subj06,OPA,0.20834939,0.03769252,0.03942771,0.00122831,0.13584268,0.09742282
MODEL_A,layer2-0,NSD,subj06,EBA,0.16249526,0.02683658,0.02241503,0.00057685,0.09426982,0.08500406
MODEL_A,layer2-0,NSD,subj07,V1v,0.33923837,0.05963626,0.09673588,0.00278723,0.21540455,0.33724256
MODEL_A,layer2-0,NSD,subj07,V2v,0.31739608,0.05376206,0.08059037,0.00218262,0.16794,0.2795145
MODEL_A,layer2-0,NSD,subj07,V3v,0.27619649,0.04697057,0.0579613,0.00158609,0.13968073,0.17599015
MODEL_A,layer2-0,NSD,subj07,hV4,0.23912219,0.04406618,0.04913796,0.00156441,0.10287346,0.14510192
MODEL_A,layer2-0,NSD,subj07,FFA-1,0.17776831,0.03322201,0.02788692,0.00095406,0.08500127,0.08812084
MODEL_A,layer2-0,NSD,subj07,VWFA-1,0.20603636,0.03675104,0.04075105,0.00120391,0.16207112,0.14336668
MODEL_A,layer2-0,NSD,subj07,PPA,0.17663035,0.03287372,0.02389802,0.00078684,0.12053106,0.0780764
MODEL_A,layer2-0,NSD,subj07,OPA,0.25718278,0.04805268,0.05903245,0.00196493,0.1907547,0.14143107
MODEL_A,layer2-0,NSD,subj07,EBA,0.20237278,0.0355196,0.03630389,0.00104649,0.1454246,0.13483758
MODEL_A,layer2-0,NSD,subj08,V1v,0.33173606,0.05890702,0.09319474,0.0026419,0.22432424,0.41661735
MODEL_A,layer2-0,NSD,subj08,V2v,0.32578063,0.05562961,0.07932468,0.00210509,0.16787093,0.35029089
MODEL_A,layer2-0,NSD,subj08,V3v,0.27302006,0.05069564,0.06400402,0.00206857,0.11970317,0.24027915
MODEL_A,layer2-0,NSD,subj08,hV4,0.27235302,0.05050489,0.06377981,0.0020568,0.11913703,0.25196189
MODEL_A,layer2-0,NSD,subj08,FFA-1,0.18193676,0.03536112,0.02415811,0.000931,0.10449348,0.09914036
MODEL_A,layer2-0,NSD,subj08,VWFA-1,0.10730357,0.02238344,0.01021554,0.00043098,0.06745405,0.03521834
MODEL_A,layer2-0,NSD,subj08,PPA,0.20475826,0.03786658,0.02672299,0.00088889,0.1137138,0.11914454
MODEL_A,layer2-0,NSD,subj08,OPA,0.20489351,0.03993254,0.04328332,0.00152712,0.12912608,0.10261269
MODEL_A,layer2-0,NSD,subj08,EBA,0.15757787,0.03051875,0.02350484,0.00082574,0.10522076,0.07941122
MODEL_A,layer3-0,NSD,subj01,V1v,0.49057468,0.07188698,0.23092829,0.00462058,0.47073303,0.54663286
MODEL_A,layer3-0,NSD,subj01,V2v,0.43559767,0.06669315,0.17113823,0.00371434,0.36355499,0.46931715
MODEL_A,layer3-0,NSD,subj01,V3v,0.43395401,0.06958881,0.16760456,0.00403711,0.40297612,0.41505233
MODEL_A,layer3-0,NSD,subj01,hV4,0.37631741,0.06535856,0.1310141,0.00370758,0.29842813,0.33341063
MODEL_A,layer3-0,NSD,subj01,FFA-1,0.32720703,0.06007316,0.10448714,0.00329925,0.30906641,0.33903519
MODEL_A,layer3-0,NSD,subj01,VWFA-1,0.25566778,0.04544726,0.06413644,0.00190069,0.23937321,0.15254275
MODEL_A,layer3-0,NSD,subj01,PPA,0.36823626,0.06531264,0.13109124,0.00389444,0.31267135,0.39262369
MODEL_A,layer3-0,NSD,subj01,OPA,0.28132385,0.04969177,0.06795472,0.00200406,0.27159425,0.21000034
MODEL_A,layer3-0,NSD,subj01,EBA,0.19447283,0.02987082,0.00821711,0.00019817,0.17524723,0.09925256
MODEL_A,layer3-0,NSD,subj02,V1v,0.50665554,0.07375979,0.2447632,0.00479073,0.45826308,0.58891002
MODEL_A,layer3-0,NSD,subj02,V2v,0.4450854,0.0685956,0.19915991,0.00426319,0.44692838,0.51215487
MODEL_A,layer3-0,NSD,subj02,V3v,0.45487232,0.07045077,0.19545103,0.00430745,0.39430664,0.48559238
MODEL_A,layer3-0,NSD,subj02,hV4,0.46526972,0.06983211,0.19979288,0.00424208,0.37760691,0.43460161
MODEL_A,layer3-0,NSD,subj02,FFA-1,0.37050701,0.06040842,0.14109492,0.00348011,0.37004092,0.35215871
MODEL_A,layer3-0,NSD,subj02,VWFA-1,0.33274693,0.05566038,0.11464773,0.00297363,0.31720479,0.29674011
MODEL_A,layer3-0,NSD,subj02,PPA,0.43634182,0.07119064,0.1765355,0.00441016,0.39601996,0.49421292
MODEL_A,layer3-0,NSD,subj02,OPA,0.33022381,0.05468898,0.08956593,0.00235034,0.26420715,0.24943551
MODEL_A,layer3-0,NSD,subj02,EBA,0.27964153,0.04336773,0.05928402,0.00134366,0.22091764,0.23951392
MODEL_A,layer3-0,NSD,subj03,V1v,0.45821422,0.07170808,0.20272876,0.00461632,0.32379927,0.44146684
MODEL_A,layer3-0,NSD,subj03,V2v,0.41092572,0.06776492,0.16680172,0.00414014,0.33009691,0.42383768
MODEL_A,layer3-0,NSD,subj03,V3v,0.35485455,0.06173416,0.12577641,0.00355967,0.2698662,0.27357714
MODEL_A,layer3-0,NSD,subj03,hV4,0.33320063,0.05988539,0.11322326,0.00344523,0.2753242,0.24326814
MODEL_A,layer3-0,NSD,subj03,FFA-1,0.29863447,0.05239748,0.08982901,0.00255417,0.27682793,0.28977444
MODEL_A,layer3-0,NSD,subj03,VWFA-1,0.19431077,0.03712497,0.04162215,0.00139936,0.14796824,0.11033906
MODEL_A,layer3-0,NSD,subj03,PPA,0.34303772,0.06041683,0.10330501,0.00299862,0.30325278,0.36442332
MODEL_A,layer3-0,NSD,subj03,OPA,0.27308387,0.04975563,0.06397917,0.00202575,0.21646442,0.19769625
MODEL_A,layer3-0,NSD,subj03,EBA,0.24007353,0.03963144,0.04166032,0.00108473,0.2118011,0.17590336
MODEL_A,layer3-0,NSD,subj04,V1v,0.45194906,0.0711671,0.20795746,0.00468266,0.45395546,0.48020585
MODEL_A,layer3-0,NSD,subj04,V2v,0.42321166,0.06586002,0.18723693,0.0041296,0.37225734,0.45757441
MODEL_A,layer3-0,NSD,subj04,V3v,0.34527159,0.06028358,0.1175677,0.00334479,0.30086056,0.28175386
MODEL_A,layer3-0,NSD,subj04,hV4,0.27741864,0.05389099,0.07639801,0.00270107,0.23629661,0.18059597
MODEL_A,layer3-0,NSD,subj04,FFA-1,0.29429188,0.05207476,0.08373719,0.00244294,0.26287743,0.27098342
MODEL_A,layer3-0,NSD,subj04,VWFA-1,0.21118018,0.0424493,0.04617611,0.00173521,0.22764416,0.10170133
MODEL_A,layer3-0,NSD,subj04,PPA,0.3491061,0.06279349,0.11005431,0.00331785,0.32499417,0.38468475
MODEL_A,layer3-0,NSD,subj04,OPA,0.27120662,0.05296889,0.06395542,0.00232917,0.23146831,0.20542059
MODEL_A,layer3-0,NSD,subj04,EBA,0.22678813,0.03838644,0.03600228,0.00097341,0.19420307,0.18687653
MODEL_A,layer3-0,NSD,subj05,V1v,0.51785336,0.0780806,0.26182521,0.00566445,0.36231797,0.58378892
MODEL_A,layer3-0,NSD,subj05,V2v,0.47120811,0.07156057,0.22038042,0.00475654,0.36159004,0.55147473
MODEL_A,layer3-0,NSD,subj05,V3v,0.38442749,0.06459681,0.14913178,0.00391029,0.25971299,0.4051876
MODEL_A,layer3-0,NSD,subj05,hV4,0.34615544,0.05918972,0.11722445,0.00325522,0.26923791,0.29422247
MODEL_A,layer3-0,NSD,subj05,FFA-1,0.33301629,0.05690822,0.11184979,0.00303409,0.30411333,0.32752398
MODEL_A,layer3-0,NSD,subj05,VWFA-1,0.31905216,0.05311923,0.10251228,0.0026574,0.37400448,0.24980417
MODEL_A,layer3-0,NSD,subj05,PPA,0.41900034,0.06542089,0.13622438,0.0031679,0.34214145,0.44468657
MODEL_A,layer3-0,NSD,subj05,OPA,0.38389536,0.05941648,0.12327093,0.00280912,0.3227794,0.3497078
MODEL_A,layer3-0,NSD,subj05,EBA,0.3723155,0.05630042,0.14431613,0.00304234,0.41218854,0.41429664
MODEL_A,layer3-0,NSD,subj06,V1v,0.44297746,0.06835593,0.20391512,0.00447697,0.40492167,0.46804709
MODEL_A,layer3-0,NSD,subj06,V2v,0.40844938,0.06518702,0.16007182,0.00378091,0.34349817,0.4185725
MODEL_A,layer3-0,NSD,subj06,V3v,0.36051315,0.06022404,0.12107252,0.00315995,0.28626787,0.33017946
MODEL_A,layer3-0,NSD,subj06,hV4,0.27062652,0.05124661,0.07556463,0.00252227,0.19343087,0.15792641
MODEL_A,layer3-0,NSD,subj06,FFA-1,0.3011893,0.04938061,0.09432043,0.00229626,0.24241938,0.34567224
MODEL_A,layer3-0,NSD,subj06,VWFA-1,0.20951509,0.038268,0.04431827,0.00137947,0.25117675,0.13157665
MODEL_A,layer3-0,NSD,subj06,PPA,0.31060305,0.05246852,0.08942021,0.00235406,0.31037058,0.3249038
MODEL_A,layer3-0,NSD,subj06,OPA,0.24489239,0.04430386,0.05289132,0.00163731,0.20006554,0.14610512
MODEL_A,layer3-0,NSD,subj06,EBA,0.2830008,0.04677796,0.08115581,0.00202891,0.29404828,0.29042373
MODEL_A,layer3-0,NSD,subj07,V1v,0.42114267,0.07427554,0.18496359,0.00526126,0.39339168,0.40256589
MODEL_A,layer3-0,NSD,subj07,V2v,0.42670615,0.07303809,0.18331124,0.00500126,0.36315903,0.37700925
MODEL_A,layer3-0,NSD,subj07,V3v,0.39867115,0.06878782,0.15985002,0.00441463,0.30595864,0.31541135
MODEL_A,layer3-0,NSD,subj07,hV4,0.34168845,0.06328056,0.11938897,0.00379427,0.25516121,0.25369451
MODEL_A,layer3-0,NSD,subj07,FFA-1,0.30643233,0.05686953,0.10121662,0.00317148,0.33822901,0.2672161
MODEL_A,layer3-0,NSD,subj07,VWFA-1,0.34029852,0.06124156,0.12176345,0.00359732,0.47276487,0.35118198
MODEL_A,layer3-0,NSD,subj07,PPA,0.34811394,0.06630118,0.11437428,0.00387424,0.31625483,0.32437072
MODEL_A,layer3-0,NSD,subj07,OPA,0.3064713,0.05724907,0.08172799,0.00271593,0.25310467,0.22613467
MODEL_A,layer3-0,NSD,subj07,EBA,0.14891147,0.0261482,0.00607211,0.00018958,0.16298655,0.06034805
MODEL_A,layer3-0,NSD,subj08,V1v,0.38358986,0.06835666,0.1593909,0.00453742,0.3533434,0.46609084
MODEL_A,layer3-0,NSD,subj08,V2v,0.3945027,0.06753224,0.1582081,0.00421399,0.33584461,0.42272107
MODEL_A,layer3-0,NSD,subj08,V3v,0.3360045,0.06223904,0.11780106,0.00373627,0.21614775,0.30703944
MODEL_A,layer3-0,NSD,subj08,hV4,0.33610883,0.06239864,0.11666821,0.00370049,0.22488416,0.3232416
MODEL_A,layer3-0,NSD,subj08,FFA-1,0.26199168,0.05044321,0.07176956,0.00249403,0.26191248,0.20597436
MODEL_A,layer3-0,NSD,subj08,VWFA-1,0.16692093,0.03514853,0.030381,0.00123561,0.15053942,0.06818844
MODEL_A,layer3-0,NSD,subj08,PPA,0.31147546,0.05821288,0.09681358,0.0031082,0.28609661,0.28979802
MODEL_A,layer3-0,NSD,subj08,OPA,0.23134387,0.04493859,0.05017925,0.00177337,0.17993044,0.13065207
MODEL_A,layer3-0,NSD,subj08,EBA,0.19284154,0.03723283,0.0306888,0.00107372,0.16503648,0.12656334
MODEL_A,layer3-5,NSD,subj01,V1v,0.5009346,0.07354807,0.22478354,0.0045221,0.45333466,0.54960069
MODEL_A,layer3-5,NSD,subj01,V2v,0.45586855,0.06999728,0.17284821,0.0037755,0.40249053,0.50181277
MODEL_A,layer3-5,NSD,subj01,V3v,0.45207298,0.07262358,0.17484107,0.00423072,0.41172041,0.4443747
MODEL_A,layer3-5,NSD,subj01,hV4,0.39827833,0.06927243,0.13821249,0.00390156,0.34423834,0.35265459
MODEL_A,layer3-5,NSD,subj01,FFA-1,0.34643193,0.06324737,0.11387179,0.00354014,0.38473356,0.39634278
MODEL_A,layer3-5,NSD,subj01,VWFA-1,0.30343347,0.05420601,0.07736029,0.00234179,0.30623889,0.21961403
MODEL_A,layer3-5,NSD,subj01,PPA,0.39805629,0.0708525,0.14314455,0.00428629,0.36601754,0.43414076
MODEL_A,layer3-5,NSD,subj01,OPA,0.32672295,0.05822539,0.08018819,0.00240341,0.30007189,0.23968452
MODEL_A,layer3-5,NSD,subj01,EBA,0.32704272,0.05108829,0.06736581,0.00155295,0.27733776,0.32527317
MODEL_A,layer3-5,NSD,subj02,V1v,0.51209111,0.07460191,0.24216014,0.00475935,0.50657831,0.59640591
MODEL_A,layer3-5,NSD,subj02,V2v,0.4622581,0.07136614,0.20405018,0.00439089,0.47880488,0.54680226
MODEL_A,layer3-5,NSD,subj02,V3v,0.46663515,0.07243906,0.20515914,0.0045416,0.4326013,0.50293464
MODEL_A,layer3-5,NSD,subj02,hV4,0.4841545,0.07272435,0.2142387,0.00454731,0.4098735,0.46740094
MODEL_A,layer3-5,NSD,subj02,FFA-1,0.30911104,0.0500598,0.05416969,0.00135724,0.23381373,0.24608398
MODEL_A,layer3-5,NSD,subj02,VWFA-1,0.29142551,0.04846467,0.04861135,0.00130348,0.23645284,0.24074277
MODEL_A,layer3-5,NSD,subj02,PPA,0.46547854,0.07627826,0.1923264,0.00484932,0.44362971,0.53122498
MODEL_A,layer3-5,NSD,subj02,OPA,0.37984209,0.06336995,0.10453449,0.00278179,0.33994374,0.30375723
MODEL_A,layer3-5,NSD,subj02,EBA,0.34768634,0.05447607,0.07773715,0.00181707,0.29767105,0.34305988
MODEL_A,layer3-5,NSD,subj03,V1v,0.46387371,0.07257519,0.19694448,0.0045187,0.33276028,0.44264557
MODEL_A,layer3-5,NSD,subj03,V2v,0.42109916,0.0695592,0.17048365,0.0042328,0.34821931,0.43400136
MODEL_A,layer3-5,NSD,subj03,V3v,0.29262808,0.05059789,0.04776234,0.00135061,0.13670806,0.21205682
MODEL_A,layer3-5,NSD,subj03,hV4,0.28529954,0.05101498,0.04326576,0.00133642,0.16365155,0.19957958
MODEL_A,layer3-5,NSD,subj03,FFA-1,0.32140496,0.05626193,0.10100682,0.00284602,0.35708912,0.35221661
MODEL_A,layer3-5,NSD,subj03,VWFA-1,0.2192422,0.04191747,0.04963254,0.00169323,0.17431732,0.14167451
MODEL_A,layer3-5,NSD,subj03,PPA,0.3728762,0.06603307,0.11893941,0.00348212,0.34304853,0.40403725
MODEL_A,layer3-5,NSD,subj03,OPA,0.30168423,0.0550862,0.07372174,0.00233166,0.25464366,0.22237913
MODEL_A,layer3-5,NSD,subj03,EBA,0.28875366,0.04784093,0.04987781,0.00130915,0.29262325,0.25673039
MODEL_A,layer3-5,NSD,subj04,V1v,0.39789563,0.06234888,0.0803194,0.00178385,0.26549745,0.42886737
MODEL_A,layer3-5,NSD,subj04,V2v,0.38077933,0.05879297,0.07226411,0.00156992,0.24593084,0.42967523
MODEL_A,layer3-5,NSD,subj04,V3v,0.30102131,0.05226554,0.04601154,0.0013047,0.17018815,0.23479228
MODEL_A,layer3-5,NSD,subj04,hV4,0.2370833,0.0456785,0.0285112,0.00102541,0.14949987,0.14141023
MODEL_A,layer3-5,NSD,subj04,FFA-1,0.2524817,0.04454834,0.02897638,0.00088695,0.1827895,0.19157563
MODEL_A,layer3-5,NSD,subj04,VWFA-1,0.16031541,0.03197644,0.01599687,0.00060901,0.19069982,0.05947464
MODEL_A,layer3-5,NSD,subj04,PPA,0.3674393,0.06623375,0.11868671,0.00359877,0.34131385,0.40905546
MODEL_A,layer3-5,NSD,subj04,OPA,0.29879582,0.05846822,0.07024758,0.00255521,0.25437159,0.23672467
MODEL_A,layer3-5,NSD,subj04,EBA,0.27721298,0.04722403,0.04182764,0.00115172,0.25960256,0.26439293
MODEL_A,layer3-5,NSD,subj05,V1v,0.51866842,0.07815414,0.26375553,0.00570326,0.35540076,0.58014111
MODEL_A,layer3-5,NSD,subj05,V2v,0.48601134,0.07391823,0.22756594,0.00491957,0.36063557,0.57362243
MODEL_A,layer3-5,NSD,subj05,V3v,0.40095854,0.06744983,0.1622929,0.00427031,0.30187477,0.42791443
MODEL_A,layer3-5,NSD,subj05,hV4,0.3652739,0.06237126,0.12825453,0.00354578,0.29475182,0.31166357
MODEL_A,layer3-5,NSD,subj05,FFA-1,0.35357726,0.0603981,0.12282608,0.00333525,0.33187439,0.3714236
MODEL_A,layer3-5,NSD,subj05,VWFA-1,0.26948145,0.04420174,0.04218283,0.00110563,0.29522796,0.20280164
MODEL_A,layer3-5,NSD,subj05,PPA,0.46647035,0.07332947,0.17380643,0.00406526,0.3968704,0.50115505
MODEL_A,layer3-5,NSD,subj05,OPA,0.42523846,0.06624827,0.13783573,0.00316885,0.35570581,0.39426675
MODEL_A,layer3-5,NSD,subj05,EBA,0.33221774,0.04990311,0.0629387,0.00137132,0.31396453,0.32403128
MODEL_A,layer3-5,NSD,subj06,V1v,0.37686476,0.05760794,0.07758734,0.00167551,0.25597155,0.40682642
MODEL_A,layer3-5,NSD,subj06,V2v,0.41614443,0.06651092,0.16515346,0.0039109,0.3262125,0.42510147
MODEL_A,layer3-5,NSD,subj06,V3v,0.37240374,0.06224246,0.12992699,0.00338604,0.29629885,0.34749341
MODEL_A,layer3-5,NSD,subj06,hV4,0.22816433,0.04295806,0.02963261,0.00099617,0.13168941,0.13411514
MODEL_A,layer3-5,NSD,subj06,FFA-1,0.26539961,0.04339362,0.03681934,0.00093906,0.17392172,0.26728423
MODEL_A,layer3-5,NSD,subj06,VWFA-1,0.2317518,0.04245655,0.05271631,0.00165151,0.28979732,0.15198951
MODEL_A,layer3-5,NSD,subj06,PPA,0.33641329,0.05713295,0.09986359,0.00264951,0.3420075,0.35872052
MODEL_A,layer3-5,NSD,subj06,OPA,0.27583939,0.05008304,0.06149604,0.00191601,0.22490542,0.17588613
MODEL_A,layer3-5,NSD,subj06,EBA,0.24698226,0.04060885,0.03195623,0.00082805,0.21329791,0.22388637
MODEL_A,layer3-5,NSD,subj07,V1v,0.42843281,0.0754534,0.18431511,0.00522448,0.38191714,0.41921439
MODEL_A,layer3-5,NSD,subj07,V2v,0.44591738,0.07617958,0.18878662,0.00511983,0.39576617,0.41115534
MODEL_A,layer3-5,NSD,subj07,V3v,0.33170703,0.056138,0.05646495,0.00154378,0.18543117,0.26223282
MODEL_A,layer3-5,NSD,subj07,hV4,0.29335985,0.05368791,0.04570953,0.00146401,0.17458889,0.22579707
MODEL_A,layer3-5,NSD,subj07,FFA-1,0.26183217,0.04857143,0.04781482,0.00156556,0.24255646,0.18889814
MODEL_A,layer3-5,NSD,subj07,VWFA-1,0.29559421,0.05266773,0.05363099,0.00160894,0.32276521,0.28165351
MODEL_A,layer3-5,NSD,subj07,PPA,0.37583162,0.07182002,0.1283062,0.00439283,0.36216258,0.35965077
MODEL_A,layer3-5,NSD,subj07,OPA,0.33983058,0.06385804,0.08690307,0.00292961,0.30100095,0.24438475
MODEL_A,layer3-5,NSD,subj07,EBA,0.30308277,0.05340294,0.06169099,0.00179708,0.31234413,0.29658052
MODEL_A,layer3-5,NSD,subj08,V1v,0.337466,0.05976221,0.06479546,0.00185777,0.21124653,0.40846127
MODEL_A,layer3-5,NSD,subj08,V2v,0.35349348,0.06005618,0.06221426,0.00163622,0.20217091,0.38553007
MODEL_A,layer3-5,NSD,subj08,V3v,0.29827893,0.05479529,0.04721142,0.00150807,0.14688912,0.26782256
MODEL_A,layer3-5,NSD,subj08,hV4,0.30249199,0.05594024,0.04900728,0.00158065,0.15883444,0.28709158
MODEL_A,layer3-5,NSD,subj08,FFA-1,0.23003809,0.04418499,0.02795222,0.00101339,0.20123433,0.17250261
MODEL_A,layer3-5,NSD,subj08,VWFA-1,0.17799217,0.03744948,0.03421287,0.00139258,0.16988178,0.07349724
MODEL_A,layer3-5,NSD,subj08,PPA,0.33006024,0.06176765,0.10612274,0.00342533,0.31503636,0.31808373
MODEL_A,layer3-5,NSD,subj08,OPA,0.25194287,0.0491605,0.05890467,0.00209421,0.2056018,0.14841398
MODEL_A,layer3-5,NSD,subj08,EBA,0.22643413,0.04396199,0.03683577,0.00130187,0.19252057,0.16445969
MODEL_A,layer3-10,NSD,subj01,V1v,0.48857878,0.07165402,0.21532513,0.0043148,0.41463485,0.53656977
MODEL_A,layer3-10,NSD,subj01,V2v,0.45017169,0.06895081,0.17180116,0.00374283,0.42418871,0.49771912
MODEL_A,layer3-10,NSD,subj01,V3v,0.4485129,0.07199539,0.17761962,0.00429232,0.42387326,0.43516074
MODEL_A,layer3-10,NSD,subj01,hV4,0.40264061,0.06988778,0.14026799,0.00394315,0.36548906,0.3585348
MODEL_A,layer3-10,NSD,subj01,FFA-1,0.3653368,0.06668043,0.13123619,0.00405091,0.40731546,0.44883946
MODEL_A,layer3-10,NSD,subj01,VWFA-1,0.3157755,0.05640915,0.09083928,0.002732,0.31173822,0.2350109
MODEL_A,layer3-10,NSD,subj01,PPA,0.41369668,0.07362575,0.16789754,0.00500458,0.39960104,0.46797969
MODEL_A,layer3-10,NSD,subj01,OPA,0.34311176,0.06131768,0.09841503,0.00295372,0.34848364,0.27183913
MODEL_A,layer3-10,NSD,subj01,EBA,0.35957215,0.0560006,0.08368524,0.00192001,0.36339347,0.39456754
MODEL_A,layer3-10,NSD,subj02,V1v,0.50018581,0.07281395,0.23703015,0.00465663,0.47675072,0.58583718
MODEL_A,layer3-10,NSD,subj02,V2v,0.45904101,0.07073349,0.20607604,0.00442544,0.4780698,0.54702111
MODEL_A,layer3-10,NSD,subj02,V3v,0.47036852,0.07287018,0.21105806,0.00465215,0.43992533,0.5184599
MODEL_A,layer3-10,NSD,subj02,hV4,0.49155842,0.07383132,0.22315904,0.0047412,0.41300561,0.48250024
MODEL_A,layer3-10,NSD,subj02,FFA-1,0.33701627,0.05453766,0.06648399,0.00167481,0.27751559,0.31020866
