model,layer,dataset,subject,roi,dim,pearson_r,pearson_r_nc,ev,ev_nc
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,211,0.23864729,0.02405446,0.05257301,0.00053412
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,212,0.71848918,0.07525175,0.51218957,0.00561854
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,213,0.69669306,0.07238255,0.48366482,0.00522071
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,214,0.60727836,0.06192608,0.36005761,0.00374407
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,215,0.13829523,0.01417938,0.01898767,0.00019961
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,216,0.08238822,0.00868746,0.006279,6.981e-05
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,217,0.02974177,0.00301495,0.00081199,8.34e-06
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,218,0.1376515,0.01386227,0.00466059,4.727e-05
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,219,0.721583,0.0732293,0.5206631,0.00536234
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,220,0.68974385,0.07055606,0.475697,0.00497764
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,221,0.61966588,0.06324455,0.37609988,0.00391773
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,222,0.33553445,0.03694341,0.09939884,0.00120498
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,223,0.1279973,0.01425913,0.01230874,0.00015276
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,224,0.11697106,0.01178931,0.00569408,5.784e-05
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,225,0.24690336,0.0250301,0.05243105,0.00053884
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,226,0.01035668,0.00106999,-0.00234845,-2.507e-05
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,227,0.7073865,0.07309476,0.50030723,0.0053419
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,228,0.13701547,0.01425157,0.00901402,9.752e-05
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,229,0.11088412,0.01130452,-0.00032579,-3.39e-06
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,230,0.24947769,0.0282578,0.04838731,0.00062079
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,231,-0.01864376,-0.00187709,-0.0088328,-8.954e-05
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,232,0.09985557,0.01009698,-0.00987717,-0.00010099
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,233,0.70216183,0.07109168,0.49220617,0.00504557
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,234,0.64514804,0.06615423,0.4086983,0.00429734
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,235,0.60791743,0.06259916,0.35867347,0.00380318
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,236,0.33358098,0.03474267,0.10944855,0.00118723
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,237,0.16483374,0.0167612,0.02714362,0.00028066
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,238,0.16937154,0.01711681,0.01586411,0.00016202
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,239,-0.02594928,-0.00261315,-0.0118413,-0.00012008
MODEL_B,visual-blocks-10,TVSD,monkeyF,IT,240,0.24464819,0.02471339,0.05850933,0.00059704
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,0,0.1736033,0.01746765,0.02903398,0.00029394
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,1,0.37387407,0.03895794,0.13112546,0.00142373
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,2,0.67912923,0.06856619,0.45938271,0.00468263
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,3,0.62796316,0.06298467,0.39151223,0.00393864
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,4,0.71745423,0.07249857,0.51156825,0.00522365
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,5,0.56163747,0.06013742,0.30649881,0.00351404
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,6,0.34528012,0.03473816,0.11513764,0.00116543
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,7,0.58329553,0.05862184,0.33891677,0.00342322
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,8,0.27980067,0.02876801,0.07678461,0.0008117
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,9,0.51527634,0.05488914,0.2513553,0.0028522
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,10,0.7422828,0.07635014,0.55097079,0.00582921
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,11,0.57772328,0.05846115,0.32932679,0.00337227
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,12,0.70444343,0.0729975,0.49337786,0.0052979
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,13,0.39996081,0.0404768,0.15839491,0.00162225
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,14,0.57824729,0.06088884,0.32989429,0.00365783
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,15,0.59418771,0.05974362,0.35300807,0.00356878
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,16,0.65834064,0.07458535,0.42979845,0.00551659
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,17,0.51502642,0.057024,0.26493925,0.0032479
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,18,0.72142058,0.07791909,0.52039195,0.00607073
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,19,0.70952517,0.07575181,0.49642188,0.0056585
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,20,0.70955909,0.07497951,0.50240419,0.00560998
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,21,0.64122324,0.06813177,0.41107877,0.00464094
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,22,0.6671914,0.06711325,0.44513711,0.00450411
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,23,0.60886447,0.06935899,0.36224969,0.0047008
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,24,0.71409123,0.07787342,0.5093811,0.00605779
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,25,0.70244956,0.07473849,0.48877083,0.00553304
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,26,0.66682714,0.06716447,0.44405623,0.00450496
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,27,0.50903864,0.0523657,0.25494892,0.00269802
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,28,0.24832012,0.02520077,0.04327951,0.00044574
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,29,0.7153532,0.07218567,0.50458234,0.00513799
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,30,0.72397511,0.07917562,0.52209228,0.00624429
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,31,0.71055205,0.07497502,0.50341659,0.00560491
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,32,0.6713661,0.06891244,0.4475493,0.00471539
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,33,0.60542679,0.06163165,0.36209157,0.00375235
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,34,0.6434025,0.06592112,0.40167065,0.00421652
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,35,0.67965013,0.06977582,0.45274316,0.0047719
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,36,0.72504545,0.07665736,0.52558016,0.00587511
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,37,0.71723463,0.0747582,0.51038416,0.00554488
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,38,0.73399625,0.07714057,0.53870259,0.00595014
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,39,0.62255982,0.06405557,0.37915629,0.00401393
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,40,0.69005483,0.07863019,0.4638312,0.00602242
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,41,0.69961685,0.07417831,0.48648422,0.00546893
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,42,0.70407673,0.07637573,0.4517985,0.00531637
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,43,0.66900468,0.06854743,0.43669886,0.00458465
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,44,0.13090972,0.01335109,0.01519598,0.00015806
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,45,0.15199126,0.01545678,0.02222451,0.00022984
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,46,0.11766862,0.01193987,-0.00274387,-2.825e-05
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,47,0.15938535,0.01679705,0.0252029,0.00027991
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,48,0.10654079,0.01102491,0.00058366,6.25e-06
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,49,0.10279222,0.01034354,0.01046505,0.00010596
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,50,-0.1248006,-0.01264542,-0.01351582,-0.00013876
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,51,0.01033498,0.00104901,-0.00366885,-3.78e-05
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,52,0.08408885,0.0085541,0.00582673,6.03e-05
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,53,0.18025662,0.01874429,0.01993597,0.00021557
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,54,0.23831405,0.02470445,0.05311119,0.00057074
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,55,0.30122735,0.03080929,0.08991797,0.00094063
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,56,0.21201356,0.02128133,0.04453448,0.00044871
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,57,0.03504938,0.0035448,-0.00641407,-6.561e-05
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,58,0.12509351,0.01272776,0.01546751,0.00016012
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,59,0.41541371,0.04214099,0.17124005,0.00176219
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,60,0.40456076,0.04193303,0.1630028,0.00175122
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,61,0.42268735,0.04257961,0.178525,0.00181161
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,62,0.27106733,0.02734327,0.07295403,0.00074233
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,63,0.34940944,0.03541112,0.12206591,0.00125373
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,64,0.03445495,0.00365265,-0.02053294,-0.00023076
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,65,0.36355133,0.03660385,0.12100487,0.00122666
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,66,0.40598357,0.04089529,0.16481273,0.00167232
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,67,0.30622737,0.03077093,0.08629825,0.00087136
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,68,0.27302439,0.02764605,0.07449385,0.00076381
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,69,0.26646801,0.02709451,0.07033573,0.00072719
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,70,0.16374683,0.01652192,0.01979687,0.00020154
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,71,0.37984206,0.03827363,0.13951912,0.00141653
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,72,0.32749563,0.03309536,0.09490266,0.00096917
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,73,0.4752579,0.04960484,0.20192202,0.00219975
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,74,0.22961665,0.02309243,0.04641135,0.00046941
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,75,0.41575301,0.04295675,0.16935335,0.00180795
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,76,0.38223401,0.04096989,0.14332958,0.00164667
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,77,0.26268519,0.02714681,0.04221664,0.00045087
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,78,0.55197364,0.05545968,0.29645385,0.00299278
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,79,0.66005591,0.06643117,0.43506395,0.00440692
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,80,0.55908516,0.05615302,0.31220757,0.00314944
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,81,0.61154287,0.06135835,0.37307282,0.00375567
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,82,0.64811434,0.06509131,0.41992843,0.00423563
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,83,0.64193508,0.06443199,0.40520012,0.00408216
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,84,0.78214351,0.07960371,0.6036499,0.00625286
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,85,0.5513215,0.05543967,0.29019023,0.00293437
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,86,0.45433024,0.04573111,0.19425019,0.00196808
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,87,0.49518134,0.04988206,0.24336119,0.00246951
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,88,0.54433492,0.0547929,0.28760968,0.0029142
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,89,0.61858618,0.06224899,0.38262931,0.00387474
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,90,0.74954611,0.07524688,0.56101607,0.005654
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,91,0.78963679,0.07925261,0.62288592,0.00627453
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,92,0.83416513,0.08388256,0.6917071,0.00699458
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,93,0.49009628,0.04930755,0.1927074,0.00195057
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,94,0.59320916,0.05957611,0.34905417,0.00352064
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,95,0.56185757,0.0566063,0.31432901,0.00319052
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,96,0.59023764,0.05943711,0.34756026,0.00352445
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,97,0.63185085,0.06345691,0.39730257,0.00400728
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,98,0.73499579,0.07382999,0.53528774,0.00540111
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,99,0.82506673,0.08298454,0.68073506,0.00688643
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,100,0.79774067,0.08271286,0.6362968,0.00684041
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,101,0.51333052,0.0515686,0.24369095,0.00245932
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,102,0.72897117,0.07344396,0.52452819,0.00532427
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,103,0.49029762,0.04922284,0.223272,0.00225034
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,104,0.53557124,0.05379644,0.27953598,0.0028204
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,105,0.70148249,0.07048173,0.48690392,0.00491544
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,106,0.84307427,0.08478381,0.70682391,0.00714834
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,107,0.86195342,0.08689044,0.74267789,0.00754704
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,108,0.70318397,0.07051822,0.49127705,0.00494073
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,109,0.81324915,0.08157039,0.65946627,0.00663453
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,110,0.66136478,0.06634224,0.43028722,0.00432969
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,111,0.76173891,0.07644349,0.58002912,0.00584142
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,112,0.77523682,0.07788013,0.60040059,0.00605934
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,113,0.82407192,0.08274361,0.67682012,0.00682357
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,114,0.82525902,0.08324883,0.67556207,0.0068745
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,115,0.85060367,0.08566826,0.72319404,0.00733568
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,116,0.70727694,0.07091518,0.49971827,0.00502371
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,117,0.73948362,0.07435835,0.54546628,0.00551531
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,118,0.7282814,0.07318449,0.52969968,0.00534896
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,119,0.77670353,0.07796007,0.60274472,0.0060725
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,120,0.78282304,0.07852883,0.60181121,0.00605608
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,121,0.8284726,0.0831285,0.68137008,0.00686004
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,122,0.85315863,0.08588758,0.72643201,0.007362
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,123,0.85894959,0.08684207,0.7376492,0.00754006
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,124,0.74511249,0.07500223,0.54573536,0.00552951
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,125,0.78057207,0.07884081,0.60914744,0.00621439
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,126,0.76126066,0.07643694,0.57941605,0.00584158
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,127,0.74109812,0.07431975,0.54445703,0.00547546
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,128,0.71227175,0.07143364,0.50731158,0.00510257
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,129,0.77503355,0.0792361,0.58840586,0.0061501
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,130,0.75180734,0.07640428,0.56072024,0.0057912
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,131,0.75129554,0.07633558,0.5528016,0.00570692
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,132,0.78375355,0.07871424,0.61407706,0.00619399
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,133,0.69258146,0.06948519,0.47959974,0.00482749
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,134,0.73306632,0.0735925,0.53626975,0.0054046
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,135,0.73691949,0.07407577,0.53932905,0.00544962
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,136,0.82454469,0.08307771,0.67536576,0.00685614
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,137,0.81149821,0.0833049,0.64095732,0.00675453
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,138,0.78703138,0.07950345,0.60863215,0.00621073
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,139,0.74242948,0.07472561,0.55112576,0.00558315
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,140,0.65877502,0.06662433,0.42467462,0.00434358
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,141,0.6377408,0.06414621,0.39573848,0.0040037
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,142,0.66650562,0.06690686,0.4441638,0.00447586
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,143,0.7244422,0.07277822,0.52420916,0.00529054
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,144,0.81199216,0.08223165,0.65453143,0.00671282
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,145,0.64023322,0.06463321,0.40464038,0.00412386
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,146,0.68762361,0.06926104,0.46886121,0.00475686
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,147,0.70774956,0.07132513,0.5003947,0.00508205
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,148,0.73324327,0.07382501,0.52722412,0.00534449
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,149,0.77170074,0.07761574,0.59483158,0.00601722
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,150,0.72694866,0.07339998,0.52736527,0.00537645
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,151,0.7747877,0.07987752,0.60028456,0.0063803
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,152,0.77070034,0.08206384,0.59397698,0.00673445
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,153,0.75745708,0.07700391,0.5733779,0.00592585
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,154,0.72204584,0.07352067,0.51596047,0.00534941
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,155,0.74067182,0.07488987,0.54483751,0.00557008
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,156,0.71946897,0.0740612,0.51671661,0.00547532
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,157,0.78672531,0.08197808,0.60700295,0.00659083
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,158,0.73202303,0.07725511,0.52082376,0.00580091
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,159,0.65031726,0.06580428,0.41266521,0.00422528
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,160,0.69044089,0.07205151,0.4746658,0.00516917
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,161,0.72532912,0.07300854,0.52445126,0.00531352
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,162,0.71339849,0.07237502,0.49901529,0.00513602
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,163,0.75609048,0.07791733,0.56270727,0.0059759
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,164,0.69624759,0.07224214,0.48401442,0.00521089
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,165,0.65931183,0.07187099,0.4306745,0.0051177
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,166,0.70074357,0.07138073,0.48892373,0.00507323
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,167,0.68114844,0.07623568,0.4013303,0.0050273
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,168,0.72700419,0.07407186,0.52735428,0.00547438
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,169,0.65773249,0.06855287,0.43171897,0.00468979
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,170,0.6479797,0.07303409,0.41428174,0.00526289
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,171,0.72275808,0.07644496,0.52075045,0.00582561
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,172,0.75384781,0.07673853,0.56566347,0.00586162
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,173,0.53801658,0.05598987,0.28933549,0.0031335
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,174,0.71919302,0.07340206,0.51110987,0.00532402
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,175,0.76706351,0.08196301,0.58731844,0.00670574
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,176,0.72246547,0.07374878,0.52180813,0.00543734
MODEL_B,visual-blocks-10,TVSD,monkeyN,IT,177,0.69953879,0.07236066,0.4751101,0.00508365
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,0,0.35953363,0.03641053,0.11410152,0.00117022
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,1,0.17705184,0.01798659,0.03061641,0.00031597
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,2,0.313153,0.03171344,0.08270546,0.00084822
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,3,0.32341814,0.03285692,0.09440177,0.00097433
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,4,0.25307395,0.02604391,0.06097201,0.00064573
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,5,0.2869087,0.03027108,0.08197635,0.00091255
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,6,0.30069331,0.03087387,0.04918313,0.0005185
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,7,0.41038649,0.04372871,0.16637999,0.00188907
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,8,0.3150239,0.03213077,0.07262845,0.00075555
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,9,0.4152107,0.04221592,0.14702738,0.0015199
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,10,0.39557745,0.04007946,0.14488318,0.0014873
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,11,0.36081982,0.03659423,0.11378062,0.00117034
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,12,0.22644271,0.02299945,0.04347862,0.00044853
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,13,0.25296182,0.02618116,0.060165,0.00064448
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,14,0.20982244,0.02239676,0.01942625,0.00022134
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,15,0.47696548,0.05134132,0.22742829,0.00263515
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,16,-0.01076078,-0.00110744,-0.00519478,-5.502e-05
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,17,0.36408805,0.03809356,0.1059793,0.00116014
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,18,0.32002734,0.03254668,0.07990585,0.00082645
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,19,0.39014135,0.03964002,0.14623346,0.00150963
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,20,0.31895798,0.03229096,0.10081546,0.00103329
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,21,0.21637318,0.02239836,0.04681518,0.00050166
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,22,0.16558542,0.0170761,0.02608116,0.00027737
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,23,0.44402955,0.04840676,0.18893795,0.00224547
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,24,0.1985477,0.02039292,0.0125094,0.00013197
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,25,0.27025558,0.02725933,0.04848829,0.00049331
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,26,0.33263291,0.03354183,0.05035664,0.00051204
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,27,0.15063856,0.01548654,0.01755805,0.00018557
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,28,0.13658076,0.01401019,0.01657768,0.00017443
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,29,0.11407495,0.0118164,0.0126396,0.00013562
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,30,0.45854135,0.04960444,0.20417681,0.00238941
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,31,0.29477745,0.02975624,0.08089474,0.0008243
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,32,0.3982028,0.04024669,0.14376199,0.00146857
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,33,0.3540996,0.03570837,0.05427183,0.0005519
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,34,0.21189975,0.02141216,0.04307679,0.00043985
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,35,0.16580608,0.01714871,0.02529878,0.00027062
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,36,0.11662218,0.01218954,0.01098072,0.00011996
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,37,0.53391842,0.05584107,0.28469223,0.00311411
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,38,0.07405883,0.00756774,0.00488879,5.105e-05
MODEL_B,visual-blocks-14,TVSD,monkeyF,IT,39,0.3449249,0.03468893,0.10220088,0.00103368
