model,layer,dataset,subject,roi,dim,pearson_r,pearson_r_nc,ev,ev_nc
MODEL_A,layer3-0,TVSD,monkeyF,IT,40,0.32149589,0.03256771,0.07357277,0.00075499
MODEL_A,layer3-0,TVSD,monkeyF,IT,41,-0.07471939,-0.00786645,-0.01317755,-0.00014606
MODEL_A,layer3-0,TVSD,monkeyF,IT,42,0.44764305,0.04835852,0.2002642,0.00233714
MODEL_A,layer3-0,TVSD,monkeyF,IT,43,0.55541529,0.05718131,0.29457635,0.00312227
MODEL_A,layer3-0,TVSD,monkeyF,IT,44,0.16540394,0.01675543,0.02554378,0.00026212
MODEL_A,layer3-0,TVSD,monkeyF,IT,45,0.224949,0.02272226,0.04136403,0.00042204
MODEL_A,layer3-0,TVSD,monkeyF,IT,46,0.48023174,0.05416001,0.22989238,0.00292402
MODEL_A,layer3-0,TVSD,monkeyF,IT,47,0.07848704,0.00808718,0.00597872,6.348e-05
MODEL_A,layer3-0,TVSD,monkeyF,IT,48,0.1016254,0.01041476,0.00956111,0.00010042
MODEL_A,layer3-0,TVSD,monkeyF,IT,49,0.53620382,0.05572031,0.25524029,0.00275624
MODEL_A,layer3-0,TVSD,monkeyF,IT,50,0.57009274,0.05799782,0.25567711,0.00264621
MODEL_A,layer3-0,TVSD,monkeyF,IT,51,0.12853481,0.01299751,0.00952938,9.744e-05
MODEL_A,layer3-0,TVSD,monkeyF,IT,52,0.26189448,0.02772121,0.06672353,0.00074757
MODEL_A,layer3-0,TVSD,monkeyF,IT,53,0.32399135,0.03351021,0.09487386,0.00101493
MODEL_A,layer3-0,TVSD,monkeyF,IT,54,0.14227456,0.01466742,0.02001912,0.00021276
MODEL_A,layer3-0,TVSD,monkeyF,IT,55,0.07231092,0.00737473,0.00142876,1.486e-05
MODEL_A,layer3-0,TVSD,monkeyF,IT,56,0.56054545,0.05682123,0.2566437,0.00263712
MODEL_A,layer3-0,TVSD,monkeyF,IT,57,0.51335734,0.05192627,0.23946179,0.00245003
MODEL_A,layer3-0,TVSD,monkeyF,IT,58,0.63601488,0.06573962,0.40189624,0.00429372
MODEL_A,layer3-0,TVSD,monkeyF,IT,59,0.59992502,0.06079768,0.35460139,0.00364184
MODEL_A,layer3-0,TVSD,monkeyF,IT,60,0.57976058,0.05867389,0.33509842,0.00343214
MODEL_A,layer3-0,TVSD,monkeyF,IT,61,0.45365269,0.04558355,0.20264536,0.002046
MODEL_A,layer3-0,TVSD,monkeyF,IT,62,0.3594873,0.03631022,0.11435045,0.00116662
MODEL_A,layer3-0,TVSD,monkeyF,IT,63,0.47661823,0.04794597,0.22124375,0.0022389
MODEL_A,layer3-0,TVSD,monkeyF,IT,64,0.60641149,0.0614618,0.35543338,0.00365119
MODEL_A,layer3-0,TVSD,monkeyF,IT,65,0.37907703,0.03830852,0.14104276,0.00144041
MODEL_A,layer3-0,TVSD,monkeyF,IT,66,0.65441379,0.06643868,0.41924063,0.00432116
MODEL_A,layer3-0,TVSD,monkeyF,IT,67,0.64066609,0.06496576,0.39380426,0.00404936
MODEL_A,layer3-0,TVSD,monkeyF,IT,68,0.63014975,0.06445182,0.39583863,0.00414096
MODEL_A,layer3-0,TVSD,monkeyF,IT,69,0.60710882,0.06420831,0.36842861,0.004121
MODEL_A,layer3-0,TVSD,monkeyF,IT,70,0.5737284,0.05939666,0.32000468,0.00342979
MODEL_A,layer3-0,TVSD,monkeyF,IT,71,0.44565323,0.04557171,0.19650115,0.00205476
MODEL_A,layer3-0,TVSD,monkeyF,IT,72,0.59339568,0.05992441,0.33663735,0.00343306
MODEL_A,layer3-0,TVSD,monkeyF,IT,73,0.45604444,0.04579577,0.20414128,0.00205858
MODEL_A,layer3-0,TVSD,monkeyF,IT,74,0.75547006,0.07736053,0.56703967,0.0059459
MODEL_A,layer3-0,TVSD,monkeyF,IT,75,0.69843888,0.07437526,0.48634883,0.00551503
MODEL_A,layer3-0,TVSD,monkeyF,IT,76,0.62404761,0.06720354,0.3888201,0.00450918
MODEL_A,layer3-0,TVSD,monkeyF,IT,77,0.5745024,0.05968414,0.32723328,0.00353176
MODEL_A,layer3-0,TVSD,monkeyF,IT,78,0.53084886,0.05573289,0.28120104,0.00309955
MODEL_A,layer3-0,TVSD,monkeyF,IT,79,0.49284228,0.04952261,0.23465156,0.00236927
MODEL_A,layer3-0,TVSD,monkeyF,IT,80,0.67801644,0.0688122,0.45878666,0.00472565
MODEL_A,layer3-0,TVSD,monkeyF,IT,81,0.72343664,0.07546982,0.52161562,0.0056767
MODEL_A,layer3-0,TVSD,monkeyF,IT,82,0.61051983,0.06484459,0.37060671,0.00418082
MODEL_A,layer3-0,TVSD,monkeyF,IT,83,0.50663125,0.05169061,0.25627859,0.00266779
MODEL_A,layer3-0,TVSD,monkeyF,IT,84,0.31969261,0.03547855,0.10208185,0.00125723
MODEL_A,layer3-0,TVSD,monkeyF,IT,85,0.40647573,0.04346933,0.13990986,0.00160009
MODEL_A,layer3-0,TVSD,monkeyF,IT,86,0.17691906,0.01995027,0.03129313,0.00039792
MODEL_A,layer3-0,TVSD,monkeyF,IT,87,0.3197611,0.03223609,0.07714846,0.00078408
MODEL_A,layer3-0,TVSD,monkeyF,IT,88,0.20700848,0.02088616,0.01637111,0.00016666
MODEL_A,layer3-0,TVSD,monkeyF,IT,89,-0.03517491,-0.00357577,-0.03998512,-0.00041321
MODEL_A,layer3-0,TVSD,monkeyF,IT,90,0.21822231,0.02258964,0.00821444,8.802e-05
MODEL_A,layer3-0,TVSD,monkeyF,IT,91,0.16526604,0.01672085,-0.01028057,-0.00010524
MODEL_A,layer3-0,TVSD,monkeyF,IT,92,0.24524464,0.02540251,0.05738271,0.00061565
MODEL_A,layer3-0,TVSD,monkeyF,IT,93,0.5498552,0.05569973,0.29961124,0.00307445
MODEL_A,layer3-0,TVSD,monkeyF,IT,94,0.37298858,0.03806672,0.1373063,0.00143018
MODEL_A,layer3-0,TVSD,monkeyF,IT,95,0.36931247,0.04021692,0.13463548,0.00159657
MODEL_A,layer3-0,TVSD,monkeyF,IT,96,-0.12872169,-0.01308455,-0.03252209,-0.00033604
MODEL_A,layer3-0,TVSD,monkeyF,IT,97,0.34232723,0.03507717,0.10524578,0.00110502
MODEL_A,layer3-0,TVSD,monkeyF,IT,98,-0.06645948,-0.00714063,-0.03171731,-0.00036615
MODEL_A,layer3-0,TVSD,monkeyF,IT,99,0.03851978,0.0041193,-0.0440359,-0.0005036
MODEL_A,layer3-0,TVSD,monkeyF,IT,100,0.23771899,0.02602595,0.05622914,0.00067398
MODEL_A,layer3-0,TVSD,monkeyF,IT,101,0.35675344,0.03647187,0.12316569,0.00128727
MODEL_A,layer3-0,TVSD,monkeyF,IT,102,0.13195911,0.01331776,0.0167067,0.00017017
MODEL_A,layer3-0,TVSD,monkeyF,IT,103,0.22553311,0.02343158,0.02659952,0.00028712
MODEL_A,layer3-0,TVSD,monkeyF,IT,104,-0.07068291,-0.0078409,-0.01593599,-0.0001961
MODEL_A,layer3-0,TVSD,monkeyF,IT,105,0.05715852,0.00603062,-0.0247148,-0.00027512
MODEL_A,layer3-0,TVSD,monkeyF,IT,106,0.25231667,0.026212,0.05731904,0.0006186
MODEL_A,layer3-0,TVSD,monkeyF,IT,107,0.22494398,0.0229673,0.04979601,0.00051912
MODEL_A,layer3-0,TVSD,monkeyF,IT,108,0.09654876,0.00975782,0.00307246,3.138e-05
MODEL_A,layer3-0,TVSD,monkeyF,IT,109,0.07407149,0.00760971,0.00015258,1.61e-06
MODEL_A,layer3-0,TVSD,monkeyF,IT,110,0.36988986,0.04138097,0.13268876,0.0016607
MODEL_A,layer3-0,TVSD,monkeyF,IT,111,0.37495384,0.0426103,0.13716181,0.00177136
MODEL_A,layer3-0,TVSD,monkeyF,IT,112,0.32445305,0.03272569,0.10241477,0.00104193
MODEL_A,layer3-0,TVSD,monkeyF,IT,113,0.2702952,0.02748714,0.07259315,0.00075072
MODEL_A,layer3-0,TVSD,monkeyF,IT,114,0.24597829,0.0252348,0.04257396,0.00044807
MODEL_A,layer3-0,TVSD,monkeyF,IT,115,0.42579509,0.04345564,0.17180326,0.00178946
MODEL_A,layer3-0,TVSD,monkeyF,IT,116,0.28637765,0.02991605,0.07717006,0.00084213
MODEL_A,layer3-0,TVSD,monkeyF,IT,117,0.13348328,0.01359707,0.00871809,9.046e-05
MODEL_A,layer3-0,TVSD,monkeyF,IT,118,-0.04680485,-0.00477217,-0.02196322,-0.00022832
MODEL_A,layer3-0,TVSD,monkeyF,IT,119,0.07235638,0.00796215,-0.01788532,-0.00021657
MODEL_A,layer3-0,TVSD,monkeyF,IT,120,0.34933221,0.03790812,0.10999772,0.0012953
MODEL_A,layer3-0,TVSD,monkeyF,IT,121,0.42314922,0.04770837,0.17030908,0.00216491
MODEL_A,layer3-0,TVSD,monkeyF,IT,122,0.20006871,0.02153035,0.02523149,0.0002922
MODEL_A,layer3-0,TVSD,monkeyF,IT,123,0.1141812,0.01168812,0.00244291,2.56e-05
MODEL_A,layer3-0,TVSD,monkeyF,IT,124,0.08464717,0.00853427,-0.0253861,-0.00025805
MODEL_A,layer3-0,TVSD,monkeyF,IT,125,0.13010517,0.01340473,0.00850697,9.03e-05
MODEL_A,layer3-0,TVSD,monkeyF,IT,126,0.04582979,0.00480596,-0.01936743,-0.00021298
MODEL_A,layer3-0,TVSD,monkeyF,IT,127,0.21491325,0.02393476,0.00710967,8.818e-05
MODEL_A,layer3-0,TVSD,monkeyF,IT,128,0.3378015,0.03809808,0.09963596,0.00126736
MODEL_A,layer3-0,TVSD,monkeyF,IT,129,0.3523941,0.03982297,0.10928447,0.00139562
MODEL_A,layer3-0,TVSD,monkeyF,IT,130,0.22400177,0.0229616,0.04275102,0.00044921
MODEL_A,layer3-0,TVSD,monkeyF,IT,131,0.19716328,0.01987273,0.03630678,0.00036885
MODEL_A,layer3-0,TVSD,monkeyF,IT,132,0.64829588,0.06878535,0.41235156,0.00464208
MODEL_A,layer3-0,TVSD,monkeyF,IT,133,0.60357077,0.06223204,0.36425904,0.00387242
MODEL_A,layer3-0,TVSD,monkeyF,IT,134,0.50305581,0.05723703,0.22726797,0.00294212
MODEL_A,layer3-0,TVSD,monkeyF,IT,135,0.59021265,0.06025834,0.33591881,0.00350148
MODEL_A,layer3-0,TVSD,monkeyF,IT,136,0.54449214,0.05561583,0.28174152,0.00293944
MODEL_A,layer3-0,TVSD,monkeyF,IT,137,0.44838499,0.04506036,0.19921378,0.0020119
MODEL_A,layer3-0,TVSD,monkeyF,IT,138,0.63601777,0.06790587,0.40205673,0.00458314
MODEL_A,layer3-0,TVSD,monkeyF,IT,139,0.65407425,0.06914767,0.4161878,0.00465147
MODEL_A,layer3-0,TVSD,monkeyF,IT,140,0.59731521,0.06312583,0.35105876,0.00392091
MODEL_A,layer3-0,TVSD,monkeyF,IT,141,0.63005443,0.06467734,0.38166152,0.00402186
MODEL_A,layer3-0,TVSD,monkeyF,IT,142,0.58925658,0.06476347,0.3444163,0.0041604
MODEL_A,layer3-0,TVSD,monkeyF,IT,143,0.48704198,0.04920058,0.23008547,0.00234799
MODEL_A,layer3-0,TVSD,monkeyF,IT,144,0.55186382,0.05573322,0.30425652,0.00310316
MODEL_A,layer3-0,TVSD,monkeyF,IT,145,0.31256794,0.03136876,0.09672513,0.00097419
MODEL_A,layer3-0,TVSD,monkeyF,IT,146,0.60623702,0.06167247,0.35714489,0.00369609
MODEL_A,layer3-0,TVSD,monkeyF,IT,147,0.67966007,0.06891788,0.46190811,0.00474937
MODEL_A,layer3-0,TVSD,monkeyF,IT,148,0.65676826,0.06967908,0.41345495,0.00465381
MODEL_A,layer3-0,TVSD,monkeyF,IT,149,0.60248643,0.06321326,0.3457432,0.00380606
MODEL_A,layer3-0,TVSD,monkeyF,IT,150,0.65514381,0.06826062,0.40757815,0.00442464
MODEL_A,layer3-0,TVSD,monkeyF,IT,151,0.60731019,0.06375629,0.36302436,0.00400093
MODEL_A,layer3-0,TVSD,monkeyF,IT,152,0.58571927,0.05920626,0.34306234,0.00350533
MODEL_A,layer3-0,TVSD,monkeyF,IT,153,0.50552151,0.05121106,0.25406301,0.00260729
MODEL_A,layer3-0,TVSD,monkeyF,IT,154,0.58655225,0.06096339,0.33100203,0.00357565
MODEL_A,layer3-0,TVSD,monkeyF,IT,155,0.62199544,0.06309779,0.38074004,0.00391816
MODEL_A,layer3-0,TVSD,monkeyF,IT,156,0.71401749,0.0734505,0.4981103,0.00527105
MODEL_A,layer3-0,TVSD,monkeyF,IT,157,0.67770471,0.07450414,0.44773002,0.00541123
MODEL_A,layer3-0,TVSD,monkeyF,IT,158,0.60182972,0.0622196,0.36012858,0.00384915
MODEL_A,layer3-0,TVSD,monkeyF,IT,159,0.58116745,0.05887015,0.33538045,0.00344132
MODEL_A,layer3-0,TVSD,monkeyF,IT,160,0.6404656,0.06515249,0.39859248,0.00412477
MODEL_A,layer3-0,TVSD,monkeyF,IT,161,0.60314302,0.06435165,0.33883508,0.00385715
MODEL_A,layer3-0,TVSD,monkeyF,IT,162,0.70136951,0.07205751,0.4789792,0.0050557
MODEL_A,layer3-0,TVSD,monkeyF,IT,163,0.71187666,0.07357709,0.49495476,0.00528739
MODEL_A,layer3-0,TVSD,monkeyF,IT,164,0.66104127,0.07463722,0.43405158,0.00553344
MODEL_A,layer3-0,TVSD,monkeyF,IT,165,0.67382687,0.06946266,0.45287676,0.00481267
MODEL_A,layer3-0,TVSD,monkeyF,IT,166,0.74175358,0.07653289,0.54880622,0.00584246
MODEL_A,layer3-0,TVSD,monkeyF,IT,167,0.57168539,0.05776926,0.32670082,0.00333603
MODEL_A,layer3-0,TVSD,monkeyF,IT,168,0.65665653,0.06672628,0.43088186,0.00444913
MODEL_A,layer3-0,TVSD,monkeyF,IT,169,0.73388903,0.07775328,0.53452388,0.0059999
MODEL_A,layer3-0,TVSD,monkeyF,IT,170,0.72711473,0.07957969,0.51554277,0.00617538
MODEL_A,layer3-0,TVSD,monkeyF,IT,171,0.60718255,0.06242354,0.36347286,0.00384176
MODEL_A,layer3-0,TVSD,monkeyF,IT,172,0.62181589,0.06337312,0.38629973,0.00401246
MODEL_A,layer3-0,TVSD,monkeyF,IT,173,0.59162198,0.0597634,0.34996491,0.00357114
MODEL_A,layer3-0,TVSD,monkeyF,IT,174,0.69557488,0.07058241,0.48382391,0.00498187
MODEL_A,layer3-0,TVSD,monkeyF,IT,175,0.73097393,0.07826317,0.49588346,0.00568448
MODEL_A,layer3-0,TVSD,monkeyF,IT,176,0.62153583,0.06872476,0.37771625,0.00461806
MODEL_A,layer3-0,TVSD,monkeyF,IT,177,0.70864906,0.07772768,0.49714659,0.00598099
MODEL_A,layer3-0,TVSD,monkeyF,IT,178,0.60775152,0.06833519,0.36834083,0.00465679
MODEL_A,layer3-0,TVSD,monkeyF,IT,179,0.61087019,0.06789258,0.36687543,0.00453174
MODEL_A,layer3-0,TVSD,monkeyF,IT,180,0.74779266,0.07934581,0.55860416,0.00628912
MODEL_A,layer3-0,TVSD,monkeyF,IT,181,0.76124519,0.08132184,0.57778387,0.00659372
MODEL_A,layer3-0,TVSD,monkeyF,IT,182,0.6736043,0.06840634,0.45163487,0.00465769
MODEL_A,layer3-0,TVSD,monkeyF,IT,183,0.7350592,0.07473391,0.53860226,0.00556748
MODEL_A,layer3-0,TVSD,monkeyF,IT,184,0.67159797,0.068303,0.45103484,0.00466521
MODEL_A,layer3-0,TVSD,monkeyF,IT,185,0.67500995,0.06845875,0.45457306,0.00467564
MODEL_A,layer3-0,TVSD,monkeyF,IT,186,0.63004251,0.06409886,0.39631022,0.004102
MODEL_A,layer3-0,TVSD,monkeyF,IT,187,0.6796293,0.07218017,0.45660521,0.0051503
MODEL_A,layer3-0,TVSD,monkeyF,IT,188,0.70988703,0.07455584,0.50253541,0.00554309
MODEL_A,layer3-0,TVSD,monkeyF,IT,189,0.65509195,0.0683842,0.42839235,0.00466819
MODEL_A,layer3-0,TVSD,monkeyF,IT,190,0.7625469,0.07720888,0.57792337,0.00592477
MODEL_A,layer3-0,TVSD,monkeyF,IT,191,0.7788027,0.07934712,0.60644272,0.00629502
MODEL_A,layer3-0,TVSD,monkeyF,IT,192,0.68699914,0.06925592,0.45841569,0.00465866
MODEL_A,layer3-0,TVSD,monkeyF,IT,193,0.65464212,0.06579537,0.38609555,0.00390012
MODEL_A,layer3-0,TVSD,monkeyF,IT,194,0.62480778,0.06682085,0.39019858,0.0044629
MODEL_A,layer3-0,TVSD,monkeyF,IT,195,0.54467897,0.05673387,0.25753298,0.00279406
MODEL_A,layer3-0,TVSD,monkeyF,IT,196,0.52395749,0.05313075,0.24934676,0.00256391
MODEL_A,layer3-0,TVSD,monkeyF,IT,197,0.77835066,0.08019095,0.60048736,0.00637388
MODEL_A,layer3-0,TVSD,monkeyF,IT,198,0.75642106,0.07710028,0.57212639,0.00594397
MODEL_A,layer3-0,TVSD,monkeyF,IT,199,0.76914762,0.07836287,0.58960465,0.00612015
MODEL_A,layer3-0,TVSD,monkeyF,IT,200,0.49049671,0.0496659,0.23709851,0.00243093
MODEL_A,layer3-0,TVSD,monkeyF,IT,201,0.53122742,0.0561307,0.28197562,0.00314812
MODEL_A,layer3-0,TVSD,monkeyF,IT,202,0.59014446,0.06332432,0.33868011,0.00389955
MODEL_A,layer3-0,TVSD,monkeyF,IT,203,0.25320385,0.02549598,0.05616053,0.00056942
MODEL_A,layer3-0,TVSD,monkeyF,IT,204,0.74676198,0.0765575,0.55076466,0.00578865
MODEL_A,layer3-0,TVSD,monkeyF,IT,205,0.71238005,0.08077139,0.48572868,0.00624432
MODEL_A,layer3-0,TVSD,monkeyF,IT,206,0.54831741,0.05592334,0.30050845,0.00312593
MODEL_A,layer3-0,TVSD,monkeyF,IT,207,0.34698117,0.03514115,0.11638448,0.00119376
MODEL_A,layer3-0,TVSD,monkeyF,IT,208,0.52080698,0.05481351,0.26663818,0.00295355
MODEL_A,layer3-0,TVSD,monkeyF,IT,209,0.45616617,0.05049903,0.20657098,0.00253157
MODEL_A,layer3-0,TVSD,monkeyF,IT,210,0.51293682,0.05303266,0.24219812,0.00258899
MODEL_A,layer3-0,TVSD,monkeyF,IT,211,0.15374886,0.01549712,0.00502334,5.104e-05
MODEL_A,layer3-0,TVSD,monkeyF,IT,212,0.78162944,0.08186482,0.60954426,0.00668649
MODEL_A,layer3-0,TVSD,monkeyF,IT,213,0.7357226,0.0764375,0.53724166,0.00579902
MODEL_A,layer3-0,TVSD,monkeyF,IT,214,0.68389909,0.06973933,0.46118679,0.00479566
MODEL_A,layer3-0,TVSD,monkeyF,IT,215,0.39973161,0.04098439,0.15951657,0.00167689
MODEL_A,layer3-0,TVSD,monkeyF,IT,216,0.41659307,0.04392783,0.16030637,0.0017824
MODEL_A,layer3-0,TVSD,monkeyF,IT,217,0.12818399,0.01299413,0.01346106,0.00013833
MODEL_A,layer3-0,TVSD,monkeyF,IT,218,0.39971381,0.04025339,0.11919499,0.00120883
MODEL_A,layer3-0,TVSD,monkeyF,IT,219,0.74176514,0.07527747,0.54318667,0.00559431
MODEL_A,layer3-0,TVSD,monkeyF,IT,220,0.76352263,0.07810312,0.58136283,0.00608331
MODEL_A,layer3-0,TVSD,monkeyF,IT,221,0.65972045,0.06733262,0.42996425,0.00447882
MODEL_A,layer3-0,TVSD,monkeyF,IT,222,0.3488567,0.03841023,0.09766826,0.001184
MODEL_A,layer3-0,TVSD,monkeyF,IT,223,0.41133923,0.04582392,0.16642688,0.00206542
MODEL_A,layer3-0,TVSD,monkeyF,IT,224,0.24899033,0.0250953,0.06089823,0.00061862
MODEL_A,layer3-0,TVSD,monkeyF,IT,225,0.34983265,0.03546467,0.0908862,0.00093405
MODEL_A,layer3-0,TVSD,monkeyF,IT,226,0.40684058,0.04203224,0.14621443,0.00156065
MODEL_A,layer3-0,TVSD,monkeyF,IT,227,0.70959038,0.07332249,0.48097349,0.00513547
MODEL_A,layer3-0,TVSD,monkeyF,IT,228,0.1639555,0.01705372,0.01558379,0.0001686
MODEL_A,layer3-0,TVSD,monkeyF,IT,229,0.11333783,0.01155468,0.00759742,7.896e-05
MODEL_A,layer3-0,TVSD,monkeyF,IT,230,0.53560743,0.06066711,0.20136538,0.00258344
MODEL_A,layer3-0,TVSD,monkeyF,IT,231,0.28440136,0.02863413,0.06806337,0.00068995
MODEL_A,layer3-0,TVSD,monkeyF,IT,232,0.44744501,0.0452438,0.19970093,0.00204183
MODEL_A,layer3-0,TVSD,monkeyF,IT,233,0.67237162,0.06807551,0.44597806,0.00457169
MODEL_A,layer3-0,TVSD,monkeyF,IT,234,0.6940231,0.07116594,0.44374722,0.00466587
MODEL_A,layer3-0,TVSD,monkeyF,IT,235,0.63608443,0.0654996,0.38570861,0.00408985
MODEL_A,layer3-0,TVSD,monkeyF,IT,236,0.49604558,0.05166346,0.22733303,0.00246596
MODEL_A,layer3-0,TVSD,monkeyF,IT,237,0.35043714,0.03563437,0.12058229,0.00124681
MODEL_A,layer3-0,TVSD,monkeyF,IT,238,0.48503339,0.04901781,0.22446881,0.00229256
MODEL_A,layer3-0,TVSD,monkeyF,IT,239,0.45937655,0.04626023,0.17417524,0.0017663
MODEL_A,layer3-0,TVSD,monkeyF,IT,240,0.46453317,0.04692529,0.21180543,0.00216131
MODEL_A,layer3-0,TVSD,monkeyN,IT,0,0.13756268,0.0138413,0.01832261,0.0001855
MODEL_A,layer3-0,TVSD,monkeyN,IT,1,0.39476803,0.0411351,0.1558228,0.00169189
MODEL_A,layer3-0,TVSD,monkeyN,IT,2,0.61758302,0.06235236,0.37243567,0.00379635
MODEL_A,layer3-0,TVSD,monkeyN,IT,3,0.62878473,0.06306707,0.39460094,0.00396972
MODEL_A,layer3-0,TVSD,monkeyN,IT,4,0.65264652,0.06594977,0.4228562,0.00431781
MODEL_A,layer3-0,TVSD,monkeyN,IT,5,0.59200508,0.06338904,0.33968706,0.00389454
MODEL_A,layer3-0,TVSD,monkeyN,IT,6,0.39835451,0.0400779,0.15083271,0.00152674
MODEL_A,layer3-0,TVSD,monkeyN,IT,7,0.5935389,0.05965131,0.33493232,0.00338297
MODEL_A,layer3-0,TVSD,monkeyN,IT,8,0.22019653,0.02263975,0.03868222,0.00040892
MODEL_A,layer3-0,TVSD,monkeyN,IT,9,0.44928214,0.04785919,0.17553082,0.0019918
MODEL_A,layer3-0,TVSD,monkeyN,IT,10,0.7169603,0.0737455,0.50876963,0.00538272
MODEL_A,layer3-0,TVSD,monkeyN,IT,11,0.54101656,0.05474671,0.27264305,0.00279183
MODEL_A,layer3-0,TVSD,monkeyN,IT,12,0.64213274,0.0665406,0.40799828,0.00438109
MODEL_A,layer3-0,TVSD,monkeyN,IT,13,0.39849419,0.04032838,0.15496703,0.00158715
MODEL_A,layer3-0,TVSD,monkeyN,IT,14,0.52799643,0.05559748,0.25447531,0.00282159
MODEL_A,layer3-0,TVSD,monkeyN,IT,15,0.56714117,0.05702418,0.31644525,0.00319915
MODEL_A,layer3-0,TVSD,monkeyN,IT,16,0.56327253,0.0638148,0.29193379,0.00374706
MODEL_A,layer3-0,TVSD,monkeyN,IT,17,0.48709341,0.05393124,0.22691477,0.00278176
MODEL_A,layer3-0,TVSD,monkeyN,IT,18,0.68479587,0.07396333,0.43713345,0.00509947
MODEL_A,layer3-0,TVSD,monkeyN,IT,19,0.66266239,0.07074855,0.42700688,0.00486727
MODEL_A,layer3-0,TVSD,monkeyN,IT,20,0.65085652,0.06877637,0.40144816,0.00448268
MODEL_A,layer3-0,TVSD,monkeyN,IT,21,0.60420106,0.06419806,0.36217043,0.00408878
MODEL_A,layer3-0,TVSD,monkeyN,IT,22,0.61793879,0.06215889,0.34836331,0.00352491
MODEL_A,layer3-0,TVSD,monkeyN,IT,23,0.55066156,0.06272878,0.21289681,0.0027627
MODEL_A,layer3-0,TVSD,monkeyN,IT,24,0.64861769,0.07073336,0.3970456,0.00472184
MODEL_A,layer3-0,TVSD,monkeyN,IT,25,0.67903128,0.07224685,0.45857593,0.00519122
MODEL_A,layer3-0,TVSD,monkeyN,IT,26,0.61140489,0.0615822,0.36870744,0.00374054
MODEL_A,layer3-0,TVSD,monkeyN,IT,27,0.51604421,0.05308638,0.25162447,0.00266284
MODEL_A,layer3-0,TVSD,monkeyN,IT,28,0.20321918,0.0206237,0.00747974,7.704e-05
MODEL_A,layer3-0,TVSD,monkeyN,IT,29,0.71215827,0.07186328,0.50006911,0.00509203
MODEL_A,layer3-0,TVSD,monkeyN,IT,30,0.63293089,0.06921881,0.34949454,0.00418
MODEL_A,layer3-0,TVSD,monkeyN,IT,31,0.69675021,0.0735187,0.48101283,0.00535548
MODEL_A,layer3-0,TVSD,monkeyN,IT,32,0.62802481,0.06446367,0.38589796,0.00406583
MODEL_A,layer3-0,TVSD,monkeyN,IT,33,0.63768734,0.06491574,0.39845709,0.0041292
MODEL_A,layer3-0,TVSD,monkeyN,IT,34,0.66384157,0.06801524,0.42759827,0.00448869
MODEL_A,layer3-0,TVSD,monkeyN,IT,35,0.6249758,0.06416272,0.36929742,0.00389238
MODEL_A,layer3-0,TVSD,monkeyN,IT,36,0.70530094,0.07456981,0.48769116,0.00545158
MODEL_A,layer3-0,TVSD,monkeyN,IT,37,0.685914,0.07149362,0.44972032,0.00488582
MODEL_A,layer3-0,TVSD,monkeyN,IT,38,0.70423866,0.07401315,0.46654545,0.00515314
MODEL_A,layer3-0,TVSD,monkeyN,IT,39,0.66913676,0.0688479,0.44563931,0.00471775
MODEL_A,layer3-0,TVSD,monkeyN,IT,40,0.63194439,0.07200864,0.32429672,0.0042107
MODEL_A,layer3-0,TVSD,monkeyN,IT,41,0.68062743,0.07216492,0.42555769,0.00478401
MODEL_A,layer3-0,TVSD,monkeyN,IT,42,0.62830388,0.06815616,0.3451116,0.00406098
MODEL_A,layer3-0,TVSD,monkeyN,IT,43,0.58635933,0.06007944,0.30157062,0.00316602
MODEL_A,layer3-0,TVSD,monkeyN,IT,44,0.19092869,0.01947224,0.03028102,0.00031496
MODEL_A,layer3-0,TVSD,monkeyN,IT,45,0.27472064,0.02793776,0.07117499,0.00073609
MODEL_A,layer3-0,TVSD,monkeyN,IT,46,0.2750038,0.02790473,0.07504274,0.00077266
MODEL_A,layer3-0,TVSD,monkeyN,IT,47,0.36145583,0.03809254,0.1298928,0.00144263
MODEL_A,layer3-0,TVSD,monkeyN,IT,48,0.21605663,0.02235768,0.04591913,0.00049171
MODEL_A,layer3-0,TVSD,monkeyN,IT,49,0.26217252,0.0263813,0.06706742,0.00067909
MODEL_A,layer3-0,TVSD,monkeyN,IT,50,0.12300968,0.01246396,0.01503252,0.00015434
MODEL_A,layer3-0,TVSD,monkeyN,IT,51,0.28424566,0.02885119,0.05947155,0.0006127
MODEL_A,layer3-0,TVSD,monkeyN,IT,52,0.41855076,0.04257789,0.10542839,0.00109101
MODEL_A,layer3-0,TVSD,monkeyN,IT,53,0.40834764,0.04246273,0.16214054,0.00175326
MODEL_A,layer3-0,TVSD,monkeyN,IT,54,0.49398038,0.0512077,0.24006335,0.00257975
MODEL_A,layer3-0,TVSD,monkeyN,IT,55,0.37181553,0.03802899,0.13817015,0.0014454
MODEL_A,layer3-0,TVSD,monkeyN,IT,56,0.34722545,0.03485352,0.11339344,0.0011425
MODEL_A,layer3-0,TVSD,monkeyN,IT,57,0.1826002,0.01846767,0.03267632,0.00033424
MODEL_A,layer3-0,TVSD,monkeyN,IT,58,0.3158777,0.03213928,0.09544141,0.00098803
MODEL_A,layer3-0,TVSD,monkeyN,IT,59,0.45814917,0.04647622,0.1991212,0.00204911
MODEL_A,layer3-0,TVSD,monkeyN,IT,60,0.52340626,0.05425146,0.26493414,0.00284632
