dataset,model,layer,roi,subject,rsa,cka
NSD,MODEL_A,layer3-10,hV4,subj06,0.11345601065567136,0.09116772680744224
NSD,MODEL_A,layer3-10,hV4,subj07,0.1261292377888613,0.12628585426685673
NSD,MODEL_A,layer3-10,hV4,subj08,0.13215294747455383,0.15343106742270166
NSD,MODEL_A,layer3-10,FFA-1,subj01,0.13291268158424646,0.13720816391492707
NSD,MODEL_A,layer3-10,FFA-1,subj02,0.13952162682076408,0.1452814325286426
NSD,MODEL_A,layer3-10,FFA-1,subj03,0.12034246043568583,0.12454483067864157
NSD,MODEL_A,layer3-10,FFA-1,subj04,0.11961686460423207,0.11802651938356609
NSD,MODEL_A,layer3-10,FFA-1,subj05,0.15649317403376414,0.1536921373562619
NSD,MODEL_A,layer3-10,FFA-1,subj06,0.09541914819137674,0.09793527681419195
NSD,MODEL_A,layer3-10,FFA-1,subj07,0.12972291869602823,0.10705729788737194
NSD,MODEL_A,layer3-10,FFA-1,subj08,0.10719054130304131,0.10489592920664256
NSD,MODEL_A,layer3-10,VWFA-1,subj01,0.12337950668857668,0.10407500276911746
NSD,MODEL_A,layer3-10,VWFA-1,subj02,0.13049270389888154,0.15239072347644797
NSD,MODEL_A,layer3-10,VWFA-1,subj03,0.0930942552892637,0.061723299996628504
NSD,MODEL_A,layer3-10,VWFA-1,subj04,0.10368364389223063,0.05234004975384087
NSD,MODEL_A,layer3-10,VWFA-1,subj05,0.1766600318342446,0.1387018714961829
NSD,MODEL_A,layer3-10,VWFA-1,subj06,0.11725886930120805,0.07689350824167904
NSD,MODEL_A,layer3-10,VWFA-1,subj07,0.15458508105007454,0.1411114905509092
NSD,MODEL_A,layer3-10,VWFA-1,subj08,0.06460797201515243,0.04485848175712011
NSD,MODEL_A,layer3-10,PPA,subj01,0.2237660244391497,0.19879319147367433
NSD,MODEL_A,layer3-10,PPA,subj02,0.23711976676268903,0.23740528377737644
NSD,MODEL_A,layer3-10,PPA,subj03,0.20297463001116064,0.19161523685794588
NSD,MODEL_A,layer3-10,PPA,subj04,0.16729217767380916,0.18289649292953283
NSD,MODEL_A,layer3-10,PPA,subj05,0.2372101587387729,0.2354060237448922
NSD,MODEL_A,layer3-10,PPA,subj06,0.2046314537055156,0.1761075343976352
NSD,MODEL_A,layer3-10,PPA,subj07,0.2176830541346453,0.17454030851545288
NSD,MODEL_A,layer3-10,PPA,subj08,0.17293921057310171,0.15113446339054148
NSD,MODEL_A,layer3-10,OPA,subj01,0.22921365238935798,0.1522815177965269
NSD,MODEL_A,layer3-10,OPA,subj02,0.2183736519956856,0.17629510065199278
NSD,MODEL_A,layer3-10,OPA,subj03,0.15446096820403107,0.1213236712634732
NSD,MODEL_A,layer3-10,OPA,subj04,0.14596966606458636,0.12292404135981203
NSD,MODEL_A,layer3-10,OPA,subj05,0.21655232720683,0.20544761235676484
NSD,MODEL_A,layer3-10,OPA,subj06,0.146668222965109,0.11287007685507393
NSD,MODEL_A,layer3-10,OPA,subj07,0.2001990158630024,0.151585028940654
NSD,MODEL_A,layer3-10,OPA,subj08,0.127031595535454,0.08392859569492377
NSD,MODEL_A,layer3-10,EBA,subj01,0.1524751411882736,0.14481544117115489
NSD,MODEL_A,layer3-10,EBA,subj02,0.15933983780816233,0.17699342842738205
NSD,MODEL_A,layer3-10,EBA,subj03,0.1604167347097196,0.14385493726552745
NSD,MODEL_A,layer3-10,EBA,subj04,0.12131807611416302,0.11769415116010892
NSD,MODEL_A,layer3-10,EBA,subj05,0.1684485493042016,0.17330812979267218
NSD,MODEL_A,layer3-10,EBA,subj06,0.12757377198697234,0.10196819997342349
NSD,MODEL_A,layer3-10,EBA,subj07,0.13985554491373808,0.13192499540805647
NSD,MODEL_A,layer3-10,EBA,subj08,0.10875112948198086,0.09276988022479596
NSD,MODEL_A,layer3-15,V1v,subj01,0.17282067753942235,0.21927997416268974
NSD,MODEL_A,layer3-15,V1v,subj02,0.15472486012754158,0.22347730475778532
NSD,MODEL_A,layer3-15,V1v,subj03,0.12573098312906247,0.1584562600106282
NSD,MODEL_A,layer3-15,V1v,subj04,0.18073892314475204,0.20222741787311008
NSD,MODEL_A,layer3-15,V1v,subj05,0.13535450974076554,0.20560014477435856
NSD,MODEL_A,layer3-15,V1v,subj06,0.14354425222748882,0.1822913144531888
NSD,MODEL_A,layer3-15,V1v,subj07,0.15026317219220797,0.17357764449962085
NSD,MODEL_A,layer3-15,V1v,subj08,0.1269407069674146,0.16905527036207477
NSD,MODEL_A,layer3-15,V2v,subj01,0.16337721315441278,0.22341072516836263
NSD,MODEL_A,layer3-15,V2v,subj02,0.1698795236417395,0.2550966416388457
NSD,MODEL_A,layer3-15,V2v,subj03,0.14342002093174833,0.1837125025345951
NSD,MODEL_A,layer3-15,V2v,subj04,0.17653718117395722,0.22117791517911317
NSD,MODEL_A,layer3-15,V2v,subj05,0.1424830921565017,0.24055391570635534
NSD,MODEL_A,layer3-15,V2v,subj06,0.13268946812489588,0.19509591508484664
NSD,MODEL_A,layer3-15,V2v,subj07,0.15030494197218025,0.18928368166887768
NSD,MODEL_A,layer3-15,V2v,subj08,0.13470081688124233,0.1833138880456089
NSD,MODEL_A,layer3-15,V3v,subj01,0.18380102108050195,0.21579483453785864
NSD,MODEL_A,layer3-15,V3v,subj02,0.14350432303425353,0.23709630673185444
NSD,MODEL_A,layer3-15,V3v,subj03,0.11453892314274228,0.12317649872253011
NSD,MODEL_A,layer3-15,V3v,subj04,0.13608685640437343,0.15521042795550768
NSD,MODEL_A,layer3-15,V3v,subj05,0.1332517133492931,0.20855725834480154
NSD,MODEL_A,layer3-15,V3v,subj06,0.14222668838632757,0.18297013022520625
NSD,MODEL_A,layer3-15,V3v,subj07,0.13724373154579478,0.1546668889466263
NSD,MODEL_A,layer3-15,V3v,subj08,0.10106609566354022,0.13623167587713678
NSD,MODEL_A,layer3-15,hV4,subj01,0.18740815681178,0.2007215148685537
NSD,MODEL_A,layer3-15,hV4,subj02,0.14933014367765401,0.2175899598296365
NSD,MODEL_A,layer3-15,hV4,subj03,0.12320960552671957,0.12293357581829659
NSD,MODEL_A,layer3-15,hV4,subj04,0.12866617027204463,0.11708635827771051
NSD,MODEL_A,layer3-15,hV4,subj05,0.16264683366161406,0.1913665724029255
NSD,MODEL_A,layer3-15,hV4,subj06,0.11644704975429808,0.09476898931463401
NSD,MODEL_A,layer3-15,hV4,subj07,0.13148080683477537,0.13751711847044115
NSD,MODEL_A,layer3-15,hV4,subj08,0.13203893475510542,0.1581368411573519
NSD,MODEL_A,layer3-15,FFA-1,subj01,0.1755398310093444,0.1861229678904274
NSD,MODEL_A,layer3-15,FFA-1,subj02,0.17318518198652713,0.17658149826317712
NSD,MODEL_A,layer3-15,FFA-1,subj03,0.1638971300412764,0.1755391922742057
NSD,MODEL_A,layer3-15,FFA-1,subj04,0.1556618566242488,0.15576101776726176
NSD,MODEL_A,layer3-15,FFA-1,subj05,0.20025487297986302,0.20743430928272974
NSD,MODEL_A,layer3-15,FFA-1,subj06,0.13024199292208866,0.14426159387432808
NSD,MODEL_A,layer3-15,FFA-1,subj07,0.16671882213289585,0.14533540264465095
NSD,MODEL_A,layer3-15,FFA-1,subj08,0.13328816656478396,0.12732278194978047
NSD,MODEL_A,layer3-15,VWFA-1,subj01,0.15824273728761676,0.14632612126786437
NSD,MODEL_A,layer3-15,VWFA-1,subj02,0.1739920964211023,0.21004380187951419
NSD,MODEL_A,layer3-15,VWFA-1,subj03,0.11439930629251241,0.08398269782926056
NSD,MODEL_A,layer3-15,VWFA-1,subj04,0.13823811010540027,0.08746698817831478
NSD,MODEL_A,layer3-15,VWFA-1,subj05,0.21947001278203632,0.18975943497521452
NSD,MODEL_A,layer3-15,VWFA-1,subj06,0.14377288514402092,0.1000838373792775
NSD,MODEL_A,layer3-15,VWFA-1,subj07,0.20111730594341232,0.18980890026650526
NSD,MODEL_A,layer3-15,VWFA-1,subj08,0.0786628450778815,0.05995100640655603
NSD,MODEL_A,layer3-15,PPA,subj01,0.26548572938447224,0.22527145654547287
NSD,MODEL_A,layer3-15,PPA,subj02,0.26126536976721637,0.26104913720155526
NSD,MODEL_A,layer3-15,PPA,subj03,0.22458237766220693,0.21604401126084868
NSD,MODEL_A,layer3-15,PPA,subj04,0.1886741150680692,0.20718242880064106
NSD,MODEL_A,layer3-15,PPA,subj05,0.27175156239813586,0.2756989414069683
NSD,MODEL_A,layer3-15,PPA,subj06,0.2355525396955427,0.19555838995560218
NSD,MODEL_A,layer3-15,PPA,subj07,0.2454237024631342,0.1930531210208583
NSD,MODEL_A,layer3-15,PPA,subj08,0.18968176953607907,0.16990729981470362
NSD,MODEL_A,layer3-15,OPA,subj01,0.2585925778955708,0.1764303395771703
NSD,MODEL_A,layer3-15,OPA,subj02,0.24107538021473085,0.21318079234574716
NSD,MODEL_A,layer3-15,OPA,subj03,0.17703412769397053,0.14491806800340548
NSD,MODEL_A,layer3-15,OPA,subj04,0.17063673882173838,0.14354753657304442
NSD,MODEL_A,layer3-15,OPA,subj05,0.24430305388584245,0.23888035058691498
NSD,MODEL_A,layer3-15,OPA,subj06,0.17033641116358214,0.1304712852214292
NSD,MODEL_A,layer3-15,OPA,subj07,0.22645718483679034,0.17526296232914754
NSD,MODEL_A,layer3-15,OPA,subj08,0.14540420957782546,0.10145496300066133
NSD,MODEL_A,layer3-15,EBA,subj01,0.20387217168882513,0.211436221908884
NSD,MODEL_A,layer3-15,EBA,subj02,0.20874178510571095,0.24621430433107763
NSD,MODEL_A,layer3-15,EBA,subj03,0.2068022411578394,0.20257609215973124
NSD,MODEL_A,layer3-15,EBA,subj04,0.1674737583355677,0.17181133305004334
NSD,MODEL_A,layer3-15,EBA,subj05,0.21672736472841211,0.23838746656911036
NSD,MODEL_A,layer3-15,EBA,subj06,0.1681616539297884,0.14520777918010233
NSD,MODEL_A,layer3-15,EBA,subj07,0.18737893945157608,0.18534284808118548
NSD,MODEL_A,layer3-15,EBA,subj08,0.13871385338085737,0.12615912224251782
NSD,MODEL_A,layer3-20,V1v,subj01,0.1658172589574207,0.21769939411389153
NSD,MODEL_A,layer3-20,V1v,subj02,0.14897963771066988,0.22529375594102938
NSD,MODEL_A,layer3-20,V1v,subj03,0.12341357553594076,0.15833238445395878
NSD,MODEL_A,layer3-20,V1v,subj04,0.17746775742003262,0.20428324147989918
NSD,MODEL_A,layer3-20,V1v,subj05,0.13055807136105543,0.20372318794312805
NSD,MODEL_A,layer3-20,V1v,subj06,0.13697015219400105,0.18150575216963982
NSD,MODEL_A,layer3-20,V1v,subj07,0.1462609008121303,0.17216013134282507
NSD,MODEL_A,layer3-20,V1v,subj08,0.12172295557587355,0.16686082251738596
NSD,MODEL_A,layer3-20,V2v,subj01,0.16028666213574283,0.22888707433099387
NSD,MODEL_A,layer3-20,V2v,subj02,0.1673820927667761,0.2625427446115662
NSD,MODEL_A,layer3-20,V2v,subj03,0.141728585581851,0.18633940951111355
NSD,MODEL_A,layer3-20,V2v,subj04,0.17519399509794026,0.22548549277588187
NSD,MODEL_A,layer3-20,V2v,subj05,0.1369648529743826,0.24398639721438664
NSD,MODEL_A,layer3-20,V2v,subj06,0.1295492524504701,0.19900998018767307
NSD,MODEL_A,layer3-20,V2v,subj07,0.14820277151077837,0.19230450621069625
NSD,MODEL_A,layer3-20,V2v,subj08,0.13246155753045266,0.1871028833804452
NSD,MODEL_A,layer3-20,V3v,subj01,0.18460248808479016,0.22593804379322596
NSD,MODEL_A,layer3-20,V3v,subj02,0.14154911403296622,0.24574371958714683
NSD,MODEL_A,layer3-20,V3v,subj03,0.11505778978539996,0.12680013622074054
NSD,MODEL_A,layer3-20,V3v,subj04,0.13862999047506724,0.16393116410234562
NSD,MODEL_A,layer3-20,V3v,subj05,0.1301843955602104,0.2164080410983626
NSD,MODEL_A,layer3-20,V3v,subj06,0.14303778937025458,0.1914983294795183
NSD,MODEL_A,layer3-20,V3v,subj07,0.138470519869953,0.1613634847969777
NSD,MODEL_A,layer3-20,V3v,subj08,0.10093700705412431,0.14174523172952178
NSD,MODEL_A,layer3-20,hV4,subj01,0.18888744112615385,0.20942130308140533
NSD,MODEL_A,layer3-20,hV4,subj02,0.14979924058166474,0.2237195019385701
NSD,MODEL_A,layer3-20,hV4,subj03,0.12194805109280954,0.12359554799533139
NSD,MODEL_A,layer3-20,hV4,subj04,0.12748320150531658,0.11875133900928934
NSD,MODEL_A,layer3-20,hV4,subj05,0.1560637275286169,0.1931723150335945
NSD,MODEL_A,layer3-20,hV4,subj06,0.11852650893259954,0.09896365850788509
NSD,MODEL_A,layer3-20,hV4,subj07,0.13318734131512083,0.14232445314190367
NSD,MODEL_A,layer3-20,hV4,subj08,0.133607624437862,0.1614485571673384
NSD,MODEL_A,layer3-20,FFA-1,subj01,0.16339957065902394,0.18068936911407463
NSD,MODEL_A,layer3-20,FFA-1,subj02,0.16503311478126997,0.17674025481644362
NSD,MODEL_A,layer3-20,FFA-1,subj03,0.14748332133060565,0.16174906804979386
NSD,MODEL_A,layer3-20,FFA-1,subj04,0.14499728860265743,0.148520535789802
NSD,MODEL_A,layer3-20,FFA-1,subj05,0.183652142618585,0.19814882916848545
NSD,MODEL_A,layer3-20,FFA-1,subj06,0.12310856189590978,0.13739558163723262
NSD,MODEL_A,layer3-20,FFA-1,subj07,0.15571399079079928,0.14083544959506392
NSD,MODEL_A,layer3-20,FFA-1,subj08,0.1267897612723974,0.12198805224956519
NSD,MODEL_A,layer3-20,VWFA-1,subj01,0.14775276452165903,0.1505453869543429
NSD,MODEL_A,layer3-20,VWFA-1,subj02,0.15839715750296735,0.21515464780447166
NSD,MODEL_A,layer3-20,VWFA-1,subj03,0.10503121387664777,0.08189922078636909
NSD,MODEL_A,layer3-20,VWFA-1,subj04,0.12654105556448186,0.08504039485271606
NSD,MODEL_A,layer3-20,VWFA-1,subj05,0.201650816504108,0.18819438474339364
NSD,MODEL_A,layer3-20,VWFA-1,subj06,0.1331457300977713,0.10377899182128278
NSD,MODEL_A,layer3-20,VWFA-1,subj07,0.18412829466755767,0.18742570489993832
NSD,MODEL_A,layer3-20,VWFA-1,subj08,0.07084276637559378,0.057616220482081044
NSD,MODEL_A,layer3-20,PPA,subj01,0.25643384824536386,0.24188234969338404
NSD,MODEL_A,layer3-20,PPA,subj02,0.2527681405912104,0.27149368821443504
NSD,MODEL_A,layer3-20,PPA,subj03,0.21523809456506943,0.22303752030939453
NSD,MODEL_A,layer3-20,PPA,subj04,0.18418977306331924,0.21785488291645183
NSD,MODEL_A,layer3-20,PPA,subj05,0.26010694612125906,0.2821819957876198
NSD,MODEL_A,layer3-20,PPA,subj06,0.22578067671608495,0.2046229353888564
NSD,MODEL_A,layer3-20,PPA,subj07,0.23583692485163524,0.2060890007786826
NSD,MODEL_A,layer3-20,PPA,subj08,0.18502985815687553,0.1775755483596953
NSD,MODEL_A,layer3-20,OPA,subj01,0.2559038379561694,0.18647069569771543
NSD,MODEL_A,layer3-20,OPA,subj02,0.2336883228387927,0.21464284568642555
NSD,MODEL_A,layer3-20,OPA,subj03,0.17443076669709595,0.1506639266358634
NSD,MODEL_A,layer3-20,OPA,subj04,0.16711233912329057,0.15368729334402811
NSD,MODEL_A,layer3-20,OPA,subj05,0.23992606454602874,0.24875076755125022
NSD,MODEL_A,layer3-20,OPA,subj06,0.16670731794265925,0.13939088147458548
NSD,MODEL_A,layer3-20,OPA,subj07,0.22121115623717497,0.18161771521841
NSD,MODEL_A,layer3-20,OPA,subj08,0.14093027825791776,0.10360626598019823
NSD,MODEL_A,layer3-20,EBA,subj01,0.1916008335024933,0.21135543583062208
NSD,MODEL_A,layer3-20,EBA,subj02,0.1960844624515,0.24727918051347733
NSD,MODEL_A,layer3-20,EBA,subj03,0.19303017288070126,0.1993204694988232
NSD,MODEL_A,layer3-20,EBA,subj04,0.15335619429441733,0.1685511389665248
NSD,MODEL_A,layer3-20,EBA,subj05,0.1974501505945733,0.23435206160259137
NSD,MODEL_A,layer3-20,EBA,subj06,0.15935071723727673,0.14474646544494763
NSD,MODEL_A,layer3-20,EBA,subj07,0.1724842772020014,0.18448381753159407
NSD,MODEL_A,layer3-20,EBA,subj08,0.13229964812190725,0.12396614808983254
NSD,MODEL_A,layer3-25,V1v,subj01,0.14942848518432553,0.21008452922061993
NSD,MODEL_A,layer3-25,V1v,subj02,0.12910934721283127,0.21250388741997844
NSD,MODEL_A,layer3-25,V1v,subj03,0.1086037775908859,0.15155289344370182
NSD,MODEL_A,layer3-25,V1v,subj04,0.16046298188702554,0.19606327528340423
NSD,MODEL_A,layer3-25,V1v,subj05,0.12140774215944233,0.19934712994446988
NSD,MODEL_A,layer3-25,V1v,subj06,0.12526820159536553,0.17738019173849895
NSD,MODEL_A,layer3-25,V1v,subj07,0.13292166978198486,0.16746210540138523
NSD,MODEL_A,layer3-25,V1v,subj08,0.11020302210454286,0.16297273285773953
NSD,MODEL_A,layer3-25,V2v,subj01,0.14127695651137986,0.21820567051156897
NSD,MODEL_A,layer3-25,V2v,subj02,0.1470677764638303,0.24985701648644815
NSD,MODEL_A,layer3-25,V2v,subj03,0.12869607918493575,0.1804497751259589
NSD,MODEL_A,layer3-25,V2v,subj04,0.16006142504287885,0.2179291241837059
NSD,MODEL_A,layer3-25,V2v,subj05,0.12691384589313773,0.2396175213427351
NSD,MODEL_A,layer3-25,V2v,subj06,0.11524126527767943,0.19228640646059872
NSD,MODEL_A,layer3-25,V2v,subj07,0.134429804145307,0.1863433744355552
NSD,MODEL_A,layer3-25,V2v,subj08,0.11802811307983092,0.18175262681924187
NSD,MODEL_A,layer3-25,V3v,subj01,0.16552745848716482,0.2157418524294175
NSD,MODEL_A,layer3-25,V3v,subj02,0.12275495605845009,0.23538159626354418
NSD,MODEL_A,layer3-25,V3v,subj03,0.10598654557171493,0.12305910802321407
NSD,MODEL_A,layer3-25,V3v,subj04,0.12575837823631333,0.15636735643559416
NSD,MODEL_A,layer3-25,V3v,subj05,0.12122414466805094,0.21179470806874248
NSD,MODEL_A,layer3-25,V3v,subj06,0.12809243527852235,0.18337891378564547
NSD,MODEL_A,layer3-25,V3v,subj07,0.1257668886918903,0.15326701869879664
NSD,MODEL_A,layer3-25,V3v,subj08,0.0906235400399691,0.1368207204493685
NSD,MODEL_A,layer3-25,hV4,subj01,0.17535420192311396,0.20346395764174408
NSD,MODEL_A,layer3-25,hV4,subj02,0.13685957880963553,0.21976380853833397
NSD,MODEL_A,layer3-25,hV4,subj03,0.11646292618277823,0.12267561558072518
NSD,MODEL_A,layer3-25,hV4,subj04,0.12157914250698638,0.11609929802622546
NSD,MODEL_A,layer3-25,hV4,subj05,0.1539230654521641,0.19610464750343642
NSD,MODEL_A,layer3-25,hV4,subj06,0.11441819260652715,0.10079142028505562
NSD,MODEL_A,layer3-25,hV4,subj07,0.12384656859800817,0.1389923092796478
NSD,MODEL_A,layer3-25,hV4,subj08,0.12356815380913287,0.1586451795557629
NSD,MODEL_A,layer3-25,FFA-1,subj01,0.16664952867699107,0.1883968553531938
NSD,MODEL_A,layer3-25,FFA-1,subj02,0.16587538851984246,0.1827688290421233
NSD,MODEL_A,layer3-25,FFA-1,subj03,0.14953406234951874,0.16926396453865458
NSD,MODEL_A,layer3-25,FFA-1,subj04,0.1478133629678529,0.15599400628464064
NSD,MODEL_A,layer3-25,FFA-1,subj05,0.18692186037037414,0.20567278616935203
NSD,MODEL_A,layer3-25,FFA-1,subj06,0.12634575047485222,0.14344148941395485
NSD,MODEL_A,layer3-25,FFA-1,subj07,0.1573533730765268,0.1477489732500585
NSD,MODEL_A,layer3-25,FFA-1,subj08,0.12849261412988205,0.1265142054074652
NSD,MODEL_A,layer3-25,VWFA-1,subj01,0.1467126418758966,0.15643414610886533
NSD,MODEL_A,layer3-25,VWFA-1,subj02,0.16194739081112106,0.22565624550683025
NSD,MODEL_A,layer3-25,VWFA-1,subj03,0.10546325112121682,0.0863009435000891
NSD,MODEL_A,layer3-25,VWFA-1,subj04,0.13094816523878058,0.09164182584940699
NSD,MODEL_A,layer3-25,VWFA-1,subj05,0.20420893965040995,0.19768901571903805
NSD,MODEL_A,layer3-25,VWFA-1,subj06,0.13597147210489335,0.11033086356171398
NSD,MODEL_A,layer3-25,VWFA-1,subj07,0.18828471358183932,0.1972397773706602
NSD,MODEL_A,layer3-25,VWFA-1,subj08,0.07209457661622526,0.05864359605592473
NSD,MODEL_A,layer3-25,PPA,subj01,0.2524271482131346,0.24723562301915433
NSD,MODEL_A,layer3-25,PPA,subj02,0.25001404036565367,0.27926175030887324
NSD,MODEL_A,layer3-25,PPA,subj03,0.21271123082364973,0.23049767172905206
NSD,MODEL_A,layer3-25,PPA,subj04,0.18301801278395696,0.2231667026355201
NSD,MODEL_A,layer3-25,PPA,subj05,0.2575112518529706,0.28917966544936785
NSD,MODEL_A,layer3-25,PPA,subj06,0.22629246803198935,0.20959395677386222
NSD,MODEL_A,layer3-25,PPA,subj07,0.23052447023219547,0.20918185670214415
NSD,MODEL_A,layer3-25,PPA,subj08,0.18410097226269917,0.17989054465841317
NSD,MODEL_A,layer3-25,OPA,subj01,0.2477459435172228,0.1874737407662389
NSD,MODEL_A,layer3-25,OPA,subj02,0.22652679946126233,0.21789531535436588
NSD,MODEL_A,layer3-25,OPA,subj03,0.16766186044693382,0.15364190563099053
NSD,MODEL_A,layer3-25,OPA,subj04,0.16488052279887283,0.15577708446562605
NSD,MODEL_A,layer3-25,OPA,subj05,0.2349653959843839,0.2525157463120166
NSD,MODEL_A,layer3-25,OPA,subj06,0.16222277310240557,0.1405227314599985
NSD,MODEL_A,layer3-25,OPA,subj07,0.2138647506971264,0.18111530717553953
NSD,MODEL_A,layer3-25,OPA,subj08,0.13733561244989767,0.1029217564905598
NSD,MODEL_A,layer3-25,EBA,subj01,0.1889435376429687,0.22363838903846955
NSD,MODEL_A,layer3-25,EBA,subj02,0.19537052960124549,0.2587196890587024
NSD,MODEL_A,layer3-25,EBA,subj03,0.19134278780942293,0.20839081309736956
NSD,MODEL_A,layer3-25,EBA,subj04,0.15514286721388237,0.17991207114670077
NSD,MODEL_A,layer3-25,EBA,subj05,0.19841771317454263,0.24700524090635925
NSD,MODEL_A,layer3-25,EBA,subj06,0.1611460734769035,0.15219255951490532
NSD,MODEL_A,layer3-25,EBA,subj07,0.17239597421950542,0.1946392608315361
NSD,MODEL_A,layer3-25,EBA,subj08,0.1332529229671186,0.13011041694132214
NSD,MODEL_A,layer3-30,V1v,subj01,0.1587957743116151,0.21278767067952206
NSD,MODEL_A,layer3-30,V1v,subj02,0.1378960240917259,0.2154827153540819
NSD,MODEL_A,layer3-30,V1v,subj03,0.1144425879933545,0.15566383327957073
NSD,MODEL_A,layer3-30,V1v,subj04,0.16398206009717814,0.1969015800370508
NSD,MODEL_A,layer3-30,V1v,subj05,0.1266448112218227,0.20213912715365265
NSD,MODEL_A,layer3-30,V1v,subj06,0.1334584815710044,0.1796242159275851
NSD,MODEL_A,layer3-30,V1v,subj07,0.1361156044587057,0.1691330381064985
NSD,MODEL_A,layer3-30,V1v,subj08,0.11649395567260454,0.1659084992532037
NSD,MODEL_A,layer3-30,V2v,subj01,0.14897646615301838,0.21875752490071837
NSD,MODEL_A,layer3-30,V2v,subj02,0.15147516995883076,0.24630180646233427
NSD,MODEL_A,layer3-30,V2v,subj03,0.1323915759755929,0.18256876132391575
NSD,MODEL_A,layer3-30,V2v,subj04,0.16107139165970957,0.2155420827696644
NSD,MODEL_A,layer3-30,V2v,subj05,0.13644697012980128,0.2413665027784373
NSD,MODEL_A,layer3-30,V2v,subj06,0.12124379443333473,0.19421671029831902
NSD,MODEL_A,layer3-30,V2v,subj07,0.13755270463866462,0.18786180443671402
NSD,MODEL_A,layer3-30,V2v,subj08,0.1226677430545426,0.18216831934832692
NSD,MODEL_A,layer3-30,V3v,subj01,0.16997490564800355,0.21294764942239156
NSD,MODEL_A,layer3-30,V3v,subj02,0.12977547024359679,0.23416624225457403
NSD,MODEL_A,layer3-30,V3v,subj03,0.1082296829243147,0.1241876676491459
NSD,MODEL_A,layer3-30,V3v,subj04,0.12681623004764342,0.1528964115082598
NSD,MODEL_A,layer3-30,V3v,subj05,0.12710104101953673,0.21070602051412946
NSD,MODEL_A,layer3-30,V3v,subj06,0.13073591137277785,0.1821604055676661
NSD,MODEL_A,layer3-30,V3v,subj07,0.1275804706806949,0.1529379208060161
NSD,MODEL_A,layer3-30,V3v,subj08,0.09402710839697669,0.13664175042195387
NSD,MODEL_A,layer3-30,hV4,subj01,0.18237269815430507,0.2014014045887546
NSD,MODEL_A,layer3-30,hV4,subj02,0.14196778799585824,0.21796713938931503
NSD,MODEL_A,layer3-30,hV4,subj03,0.1181073482464178,0.12271149869029817
NSD,MODEL_A,layer3-30,hV4,subj04,0.12322593046280364,0.11334537225484748
NSD,MODEL_A,layer3-30,hV4,subj05,0.15958979803122283,0.1951748603903651
NSD,MODEL_A,layer3-30,hV4,subj06,0.11749161779078655,0.10148777509012433
NSD,MODEL_A,layer3-30,hV4,subj07,0.12603274046633686,0.13963403126270232
NSD,MODEL_A,layer3-30,hV4,subj08,0.12780997223316123,0.15773801659545061
NSD,MODEL_A,layer3-30,FFA-1,subj01,0.1700603301891236,0.1777601049943012
NSD,MODEL_A,layer3-30,FFA-1,subj02,0.16571823440029618,0.17146151187692132
NSD,MODEL_A,layer3-30,FFA-1,subj03,0.15397951463670262,0.1613509664851842
NSD,MODEL_A,layer3-30,FFA-1,subj04,0.1506841106363505,0.14740593235119231
NSD,MODEL_A,layer3-30,FFA-1,subj05,0.19170672519647924,0.19411621056636735
NSD,MODEL_A,layer3-30,FFA-1,subj06,0.12980207201838148,0.13534494794857085
NSD,MODEL_A,layer3-30,FFA-1,subj07,0.15906348949806892,0.13708360973261674
NSD,MODEL_A,layer3-30,FFA-1,subj08,0.13098923320719152,0.12066812392548504
NSD,MODEL_A,layer3-30,VWFA-1,subj01,0.1508071143798861,0.15082538855096092
NSD,MODEL_A,layer3-30,VWFA-1,subj02,0.16249200301385927,0.21382090966153575
NSD,MODEL_A,layer3-30,VWFA-1,subj03,0.10755873712488441,0.08676597737565175
NSD,MODEL_A,layer3-30,VWFA-1,subj04,0.1333524026310191,0.09103670173738537
NSD,MODEL_A,layer3-30,VWFA-1,subj05,0.20680352070586852,0.19319709608061028
NSD,MODEL_A,layer3-30,VWFA-1,subj06,0.1370326868985611,0.10688251469972784
NSD,MODEL_A,layer3-30,VWFA-1,subj07,0.18911331171311582,0.19165876598238446
NSD,MODEL_A,layer3-30,VWFA-1,subj08,0.0739183956344261,0.05682070435633412
NSD,MODEL_A,layer3-30,PPA,subj01,0.2560783898680719,0.23222154059351485
NSD,MODEL_A,layer3-30,PPA,subj02,0.25289128137082845,0.2603879305574792
NSD,MODEL_A,layer3-30,PPA,subj03,0.21290558435315238,0.21509195861432867
NSD,MODEL_A,layer3-30,PPA,subj04,0.1873654506223113,0.20759173558952596
NSD,MODEL_A,layer3-30,PPA,subj05,0.25966778622704023,0.2699370950717215
NSD,MODEL_A,layer3-30,PPA,subj06,0.22708326545679766,0.19588998533731014
NSD,MODEL_A,layer3-30,PPA,subj07,0.23153096895480887,0.19543190837541113
NSD,MODEL_A,layer3-30,PPA,subj08,0.18739863196992967,0.16712222266612495
NSD,MODEL_A,layer3-30,OPA,subj01,0.2534681384755179,0.1769440368873293
NSD,MODEL_A,layer3-30,OPA,subj02,0.233740838029598,0.2068382860105043
NSD,MODEL_A,layer3-30,OPA,subj03,0.17050089197517201,0.1448941528645245
NSD,MODEL_A,layer3-30,OPA,subj04,0.1679073134260408,0.14631814555502257
NSD,MODEL_A,layer3-30,OPA,subj05,0.2389947440228397,0.23712814877435695
